VIX,GTITL2YR,GTITL10YR,GTITL30YR,MXJP,MXEU,LP01TREU,LG30TRUU,MXUS,LF98TRUU,MXIN,EONIA,EMUSTRUU,LF94TRUU,LUACTRUU,JPY,MXCN,MXRU,LMBITR,GTDEM30Y,GTDEM10Y,GTJPY10YR,GTDEM2Y,GTJPY30YR,GTJPY2YR,LUMSTRUU,DXY,GTGBP20Y,GTGBP30Y,GBP,ECSURPUS,BDIY,CRY,Cl1,Y,Data
25.19,1.504,3.998,4.808,559.76,84.69,180.526,667.339,1009.12,992.33,669.9,0.342,620.271,255.832,1864.3,90.2,59.71,729.47,838.452,3.945,3.229,1.29,1.246,2.168,0.23,1631.74,77.124,4.025,4.093,1.596,0.555,2185.0,252.13,66.71,0,2009-09-29
25.7,1.478,4.062,4.808,540.29,83.83,179.684,669.865,1003.53,991.03,675.54,0.361,628.693,259.938,1865.37,88.8,60.11,735.58,840.012,3.894,3.158,1.25,1.228,2.163,0.24,1635.58,76.335,3.925,3.985,1.592,0.41,2441.0,259.47,70.88,0,2009-10-06
22.99,1.529,4.078,4.901,559.57,84.07,181.199,675.05,1021.42,996.02,680.95,0.333,636.198,260.529,1867.08,89.7,62.13,803.67,828.925,3.939,3.164,1.305,1.296,2.19,0.26,1638.94,75.976,3.963,4.053,1.589,0.442,2646.0,268.05,74.15,0,2009-10-13
20.9,1.592,4.09,4.915,567.53,86.29,184.539,682.475,1038.48,1007.39,690.68,0.343,635.012,263.52,1873.39,90.86,64.72,835.16,824.134,3.998,3.235,1.359,1.365,2.285,0.259,1636.85,75.565,4.078,4.124,1.634,0.537,2832.0,278.13,79.09,0,2009-10-20
24.83,1.536,4.096,4.955,556.08,84.36,185.516,683.564,1011.66,1012.44,654.9,0.343,629.756,260.988,1869.63,91.82,64.77,805.23,823.859,4.059,3.269,1.41,1.293,2.295,0.286,1636.08,76.135,4.12,4.124,1.633,0.499,3013.0,275.97,79.55,0,2009-10-27
28.81,1.534,4.083,4.959,545.49,81.81,185.983,678.842,994.72,1006.85,614.12,0.397,625.081,260.344,1866.57,90.3,61.95,741.59,821.935,4.03,3.263,1.385,1.281,2.229,0.26,1638.89,76.386,4.252,4.241,1.64,0.282,3247.0,276.49,79.6,0,2009-11-03
22.84,1.47,4.042,4.908,541.56,85.35,187.515,685.141,1039.61,1013.34,661.52,0.326,627.537,265.845,1873.68,89.77,65.42,815.8,821.604,4.049,3.28,1.475,1.239,2.305,0.27,1646.43,75.021,4.295,4.276,1.671,0.256,3615.0,272.31,79.05,0,2009-11-10
22.41,1.428,4.023,4.847,534.73,87.07,188.741,687.451,1056.07,1017.56,688.24,0.356,632.52,267.018,1893.51,89.28,67.26,831.87,823.489,3.973,3.283,1.311,1.176,2.215,0.246,1654.58,75.369,4.198,4.177,1.679,0.246,4381.0,277.25,79.14,0,2009-11-17
20.47,1.52,4.047,4.867,516.95,85.87,187.953,689.645,1050.73,1019.69,692.69,0.35,635.607,266.898,1892.94,88.54,65.9,808.23,827.038,3.964,3.254,1.3,1.324,2.189,0.255,1659.85,75.068,4.162,4.13,1.657,0.087,4340.0,272.26,76.02,0,2009-11-24
21.92,1.523,3.987,4.839,534.27,85.41,186.515,689.842,1054.09,1020.3,696.14,0.342,635.478,270.195,1897.26,86.63,65.58,792.42,829.949,3.898,3.152,1.202,1.238,2.11,0.179,1659.84,74.365,4.145,4.124,1.662,0.099,3836.0,279.34,78.37,0,2009-12-01
23.69,1.523,3.968,4.808,560.83,84.81,188.084,692.094,1037.81,1029.9,699.33,0.339,636.057,265.044,1899.22,88.3,65.98,748.11,834.336,3.903,3.14,1.275,1.23,2.218,0.191,1659.6,76.31,4.265,4.251,1.63,0.136,3902.0,271.9,72.62,0,2009-12-08
21.49,1.55,4.035,4.858,553.15,85.96,189.019,696.266,1053.66,1039.56,683.96,0.353,636.454,261.877,1895.56,89.85,65.11,773.79,832.659,3.994,3.236,1.289,1.257,2.27,0.175,1650.84,76.961,4.415,4.373,1.624,0.186,3518.0,274.27,70.69,0,2009-12-15
19.54,1.45,4.027,4.788,565.45,87.36,190.465,697.702,1063.74,1046.41,678.96,0.343,636.48,259.004,1889.69,91.7,62.27,785.41,832.169,3.99,3.264,1.259,1.185,2.274,0.171,1644.86,78.25,4.406,4.354,1.598,0.128,3063.0,274.89,74.4,0,2009-12-22
20.01,1.525,4.103,4.825,574.35,88.37,190.373,701.017,1071.7,1050.28,705.57,0.302,636.364,258.998,1886.88,92.07,63.74,798.99,832.087,4.091,3.368,1.305,1.29,2.296,0.161,1640.38,77.831,4.548,4.49,1.592,0.018,3005.0,283.73,78.87,0,2009-12-29
19.35,1.51,4.101,4.822,577.0,89.54,193.291,708.543,1081.73,1061.52,718.61,0.41,640.235,260.76,1905.72,91.56,66.71,811.3,832.726,4.083,3.373,1.335,1.286,2.299,0.16,1647.51,77.619,4.48,4.444,1.6,0.045,3270.0,289.41,81.77,0,2010-01-05
18.25,1.644,4.055,4.894,599.34,89.06,198.823,720.6,1081.4,1075.25,710.61,0.347,647.972,263.443,1914.62,90.81,66.77,851.69,833.983,4.075,3.313,1.36,1.21,2.319,0.175,1652.92,76.954,4.403,4.404,1.617,-0.092,3160.0,284.52,80.79,0,2010-01-12
17.58,1.659,4.063,4.874,596.12,90.39,199.744,718.424,1095.0,1074.52,713.82,0.316,646.085,261.652,1912.77,91.06,65.08,872.94,835.75,4.041,3.277,1.335,1.178,2.308,0.165,1656.21,77.5,4.447,4.424,1.638,-0.182,3208.0,283.25,79.02,0,2010-01-19
24.55,1.639,4.024,4.864,574.87,86.59,198.364,711.008,1040.81,1064.74,681.06,0.322,643.667,259.891,1912.5,89.66,59.35,795.8,835.969,3.987,3.207,1.325,1.119,2.29,0.165,1659.14,78.432,4.385,4.377,1.615,-0.164,3205.0,273.88,74.71,1,2010-01-26
21.48,1.815,4.056,4.859,573.4,87.0,198.002,709.883,1050.93,1065.52,658.22,0.326,641.514,258.941,1915.86,90.4,59.95,834.35,836.904,3.929,3.195,1.355,1.127,2.325,0.164,1662.28,79.014,4.416,4.394,1.597,-0.127,2691.0,273.19,77.23,1,2010-02-02
26.0,1.763,4.053,4.848,552.1,83.05,196.728,701.242,1019.64,1053.32,652.03,0.312,637.749,254.695,1905.94,89.53,58.29,767.97,840.391,3.868,3.152,1.346,1.036,2.321,0.165,1663.93,79.863,4.482,4.455,1.57,-0.039,2706.0,265.12,73.75,0,2010-02-09
22.25,1.542,4.06,4.884,554.61,84.88,195.128,698.116,1043.29,1047.22,664.87,0.318,640.741,253.737,1903.99,90.23,60.14,788.8,841.101,3.954,3.205,1.33,0.972,2.353,0.165,1663.32,79.7,4.588,4.567,1.577,0.004,2598.0,274.77,77.01,0,2010-02-16
21.37,1.48,4.029,4.859,568.85,85.65,197.917,706.668,1042.82,1065.05,664.78,0.33,643.199,251.498,1915.04,90.28,60.77,785.17,841.927,3.901,3.167,1.34,1.008,2.34,0.16,1661.86,80.85,4.717,4.675,1.543,0.022,2724.0,272.36,78.86,0,2010-02-23
19.06,1.378,3.969,4.88,565.3,87.04,198.791,712.913,1065.61,1073.69,684.55,0.319,652.076,252.039,1927.71,89.02,62.36,797.25,844.225,3.879,3.116,1.304,0.948,2.319,0.165,1666.15,80.521,4.579,4.568,1.498,-0.135,2792.0,275.14,79.68,0,2010-03-02
17.92,1.374,3.935,4.93,579.41,89.15,202.069,721.898,1086.33,1086.28,697.63,0.316,658.463,251.844,1925.4,89.93,63.43,827.49,846.469,3.93,3.132,1.313,0.984,2.315,0.15,1670.28,80.592,4.573,4.577,1.5,-0.151,3210.0,274.79,81.49,0,2010-03-09
17.69,1.394,3.934,4.867,587.71,89.92,203.96,727.783,1104.55,1090.94,710.67,0.337,664.339,255.063,1936.98,90.58,62.69,841.13,847.28,3.91,3.139,1.35,1.009,2.312,0.15,1673.17,79.753,4.604,4.607,1.518,-0.1,3498.0,273.54,81.7,0,2010-03-16
16.35,1.344,3.91,4.863,593.8,90.88,205.656,729.884,1117.88,1096.24,712.62,0.338,666.791,253.57,1938.82,90.37,62.59,824.47,847.047,3.834,3.056,1.355,0.96,2.28,0.15,1673.77,80.896,4.52,4.54,1.503,-0.104,3280.0,271.71,81.91,0,2010-03-23
17.13,1.35,3.897,4.84,613.79,91.53,208.136,732.664,1116.87,1101.41,716.04,0.334,666.434,252.655,1927.05,92.8,64.28,843.38,841.589,3.852,3.11,1.4,0.97,2.315,0.175,1664.43,81.47,4.538,4.578,1.507,-0.043,2982.0,273.72,82.37,0,2010-03-30
16.23,1.386,4.013,4.818,620.94,93.37,209.572,735.271,1132.75,1104.81,731.28,0.325,668.02,253.248,1921.22,93.89,65.22,881.45,841.496,3.837,3.143,1.405,0.979,2.254,0.171,1655.31,81.387,4.53,4.558,1.523,0.035,2981.0,278.52,86.84,0,2010-04-06
16.2,1.348,3.98,4.813,617.79,93.18,211.296,742.637,1140.1,1112.98,726.87,0.325,671.98,256.214,1945.22,93.18,66.15,882.53,843.224,3.875,3.146,1.385,0.972,2.231,0.165,1669.03,80.507,4.574,4.59,1.537,0.071,2928.0,277.35,84.05,0,2010-04-13
15.73,1.304,3.962,4.815,607.12,93.57,213.482,747.877,1149.8,1120.62,713.0,0.334,676.784,255.627,1950.64,93.28,64.48,872.22,847.51,3.845,3.098,1.33,0.893,2.216,0.165,1668.59,81.049,4.573,4.585,1.536,0.11,2998.0,275.78,83.45,0,2010-04-20
22.81,1.772,4.048,4.869,622.22,90.69,213.712,749.682,1127.62,1126.76,722.55,0.338,677.019,255.061,1961.39,93.07,63.66,859.72,851.602,3.625,2.939,1.315,0.804,2.161,0.169,1673.87,82.146,4.528,4.565,1.529,0.184,3203.0,273.18,82.44,0,2010-04-27
23.84,1.882,4.007,4.872,615.79,87.73,213.167,745.972,1117.0,1125.67,700.55,0.337,674.695,254.571,1971.29,94.38,62.38,809.77,852.488,3.638,2.949,1.29,0.713,2.13,0.17,1675.53,83.299,4.362,4.416,1.517,0.48,3352.0,271.6,82.74,1,2010-05-04
28.32,1.588,3.953,4.93,580.53,87.72,208.637,727.288,1098.84,1101.92,698.2,0.321,662.157,251.53,1951.66,93.07,60.17,763.67,853.424,3.754,2.937,1.32,0.579,2.17,0.17,1681.92,84.467,4.436,4.491,1.499,0.517,3822.0,264.95,76.37,1,2010-05-11
33.55,1.573,3.898,4.88,569.84,87.16,208.513,726.153,1065.95,1103.26,687.39,0.339,667.22,248.395,1976.14,92.52,59.51,771.23,855.517,3.605,2.831,1.305,0.561,2.195,0.169,1691.54,87.162,4.372,4.439,1.443,0.521,3882.0,254.93,69.41,1,2010-05-18
34.61,1.858,3.958,4.912,535.29,80.61,201.168,705.358,1021.27,1074.2,650.1,0.303,653.548,246.723,1971.46,89.87,55.74,656.44,860.02,3.3,2.578,1.221,0.472,2.083,0.165,1696.15,86.779,4.11,4.152,1.436,0.431,4187.0,248.79,68.75,1,2010-05-25
35.54,2.04,4.173,5.056,547.91,85.16,204.289,712.773,1018.23,1084.56,673.78,0.338,658.402,248.557,1957.18,91.14,58.33,730.61,858.473,3.354,2.675,1.254,0.499,2.1,0.166,1694.52,86.643,4.242,4.291,1.467,0.46,4074.0,252.41,72.58,1,2010-06-01
33.7,2.221,4.293,5.325,533.8,83.33,203.2,707.143,1009.62,1081.33,674.06,0.322,656.978,243.939,1966.69,91.35,58.03,701.28,858.223,3.25,2.512,1.239,0.455,2.07,0.155,1703.93,88.394,4.167,4.242,1.443,0.418,3579.0,250.08,71.99,1,2010-06-08
25.87,1.825,4.041,5.077,546.46,88.16,204.098,714.334,1061.38,1086.11,705.97,0.326,663.118,248.011,1952.61,91.39,59.98,748.04,854.368,3.395,2.674,1.235,0.509,2.055,0.16,1701.65,85.981,4.229,4.313,1.482,0.341,3020.0,263.5,76.94,1,2010-06-15
27.05,1.864,4.018,5.019,555.34,89.1,207.833,726.961,1041.9,1106.03,718.62,0.368,673.508,250.576,1979.35,90.57,62.64,762.14,854.708,3.398,2.692,1.195,0.581,2.036,0.156,1710.96,86.106,4.162,4.234,1.485,0.233,2547.0,262.68,77.21,1,2010-06-22
34.13,2.124,4.13,5.09,528.58,84.57,207.271,723.142,989.66,1100.45,711.26,0.321,672.688,249.913,1996.84,88.59,60.25,713.24,858.095,3.294,2.559,1.118,0.548,1.926,0.155,1714.36,86.025,4.171,4.242,1.509,0.203,2447.0,256.27,75.94,1,2010-06-29
29.65,1.937,4.065,4.999,525.26,84.13,206.82,727.802,977.57,1102.41,713.68,0.437,673.853,253.658,2003.68,87.44,60.0,724.53,860.823,3.292,2.589,1.135,0.648,1.885,0.15,1715.37,84.083,4.084,4.131,1.517,-0.025,2127.0,253.8,71.98,0,2010-07-06
24.56,1.829,4.064,5.063,531.27,88.74,208.719,737.729,1041.52,1117.41,727.28,0.394,681.97,253.356,1995.28,88.3,61.16,757.41,863.45,3.306,2.641,1.135,0.728,1.911,0.151,1715.58,83.643,4.136,4.193,1.515,-0.055,1790.0,261.91,77.15,0,2010-07-13
23.93,1.723,4.001,5.017,517.13,85.46,209.798,744.115,1030.64,1123.48,723.13,0.556,687.132,253.732,2018.72,87.23,60.63,741.99,866.821,3.332,2.636,1.1,0.775,1.87,0.149,1720.09,82.747,4.168,4.219,1.528,-0.118,1761.0,261.52,77.44,0,2010-07-20
23.19,1.73,3.974,4.939,525.78,89.48,213.639,755.565,1058.91,1136.92,730.69,0.5,697.15,254.571,2020.64,87.85,62.54,791.93,868.781,3.431,2.77,1.06,0.876,1.786,0.15,1725.31,82.185,4.337,4.389,1.557,-0.123,1869.0,264.46,77.5,0,2010-07-27
22.63,1.642,3.873,4.87,535.76,90.87,216.504,763.023,1064.88,1142.34,730.67,0.423,704.124,262.435,2039.08,85.78,63.8,810.36,870.491,3.329,2.607,1.044,0.725,1.724,0.155,1728.74,80.596,4.152,4.219,1.593,-0.11,1964.0,276.63,82.55,0,2010-08-03
22.37,1.665,3.854,4.844,532.65,90.13,217.44,765.248,1065.81,1145.15,733.89,0.349,713.135,261.399,2048.94,85.81,63.11,795.14,873.934,3.26,2.537,1.04,0.705,1.695,0.145,1729.75,80.799,4.15,4.224,1.579,-0.102,2212.0,272.28,80.25,1,2010-08-10
24.33,1.635,3.825,4.78,515.01,89.67,217.345,760.397,1039.32,1138.89,724.99,0.449,715.818,260.711,2067.22,85.51,62.51,783.44,880.296,3.022,2.363,0.946,0.668,1.59,0.136,1726.02,82.226,3.954,4.05,1.558,-0.106,2515.0,270.19,75.77,1,2010-08-17
27.46,1.639,3.752,4.635,509.84,86.53,219.103,761.58,1000.89,1139.46,737.38,0.428,725.285,260.737,2085.36,84.1,61.41,743.66,887.059,2.776,2.18,0.929,0.586,1.58,0.125,1723.8,83.146,3.777,3.892,1.546,-0.141,2861.0,262.46,71.63,1,2010-08-24
26.05,1.749,3.826,4.649,500.77,87.19,218.138,759.8,998.28,1139.06,720.47,0.39,714.807,262.668,2077.99,84.12,60.99,755.89,889.518,2.644,2.116,0.971,0.59,1.695,0.126,1730.06,83.202,3.695,3.817,1.534,-0.233,2713.0,264.19,71.92,0,2010-08-31
23.8,1.779,3.797,4.729,520.1,90.11,220.04,765.345,1038.88,1147.45,748.99,0.36,717.099,262.257,2074.11,83.73,63.72,770.83,887.445,2.845,2.255,1.15,0.573,1.928,0.146,1729.56,82.82,3.826,3.943,1.533,-0.27,2918.0,273.81,74.09,0,2010-09-07
21.56,1.76,3.871,4.8,520.32,92.38,222.795,773.869,1066.82,1159.8,772.81,0.415,714.12,264.46,2075.32,83.0,64.5,796.3,885.635,2.964,2.371,1.136,0.72,2.025,0.15,1726.91,81.08,3.971,4.09,1.557,-0.314,2940.0,280.13,76.8,0,2010-09-14
22.35,1.815,3.934,4.871,530.45,91.88,223.985,780.74,1084.86,1167.92,800.53,0.448,717.574,265.086,2080.67,85.38,65.1,784.73,886.393,3.044,2.453,1.056,0.796,1.93,0.135,1726.79,80.439,4.016,4.142,1.555,-0.307,2562.0,278.36,73.52,0,2010-09-21
22.6,1.871,3.937,4.837,525.71,90.94,223.488,786.964,1093.15,1170.39,799.6,0.434,723.588,271.072,2096.31,83.74,65.2,785.77,889.391,2.868,2.246,0.97,0.733,1.834,0.14,1725.11,79.014,3.775,3.907,1.58,-0.272,2504.0,284.35,76.18,0,2010-09-28
21.76,1.809,3.821,4.758,520.24,90.52,224.739,796.966,1105.72,1181.36,818.46,0.721,730.276,273.379,2098.41,83.25,67.11,834.65,885.708,2.86,2.279,0.918,0.803,1.83,0.123,1727.86,77.749,3.823,3.963,1.59,-0.302,2569.0,288.42,82.82,0,2010-10-05
18.93,1.663,3.73,4.698,516.41,90.95,227.064,804.405,1114.38,1190.55,812.58,0.396,737.665,275.72,2105.45,81.84,68.2,832.97,890.023,2.84,2.243,0.86,0.776,1.889,0.13,1737.97,77.363,3.792,3.95,1.579,-0.327,2719.0,297.83,81.67,0,2010-10-12
20.63,1.719,3.795,4.708,522.92,91.91,227.237,805.933,1110.4,1193.9,805.37,0.745,738.106,274.242,2096.89,81.52,70.44,824.83,888.911,3.005,2.414,0.89,0.897,1.966,0.14,1740.97,78.184,3.963,4.125,1.573,-0.246,2744.0,292.98,79.49,0,2010-10-19
20.22,1.807,3.823,4.691,512.81,92.46,228.002,810.364,1130.12,1200.67,810.9,0.849,738.441,274.46,2089.32,81.38,70.15,851.32,887.048,2.982,2.507,0.91,1.011,1.929,0.145,1738.92,77.708,3.973,4.117,1.584,-0.235,2778.0,301.29,82.55,0,2010-10-26
21.57,2.094,3.962,4.793,504.07,92.73,228.069,815.08,1138.8,1205.3,814.71,0.724,741.86,276.596,2101.8,80.72,70.22,850.24,885.353,2.904,2.47,0.949,0.991,1.955,0.145,1743.38,76.722,3.986,4.125,1.603,-0.159,2600.0,304.98,83.9,0,2010-11-02
19.08,2.244,4.033,4.912,527.47,94.78,227.264,820.18,1157.79,1216.56,839.2,0.365,744.903,275.618,2090.64,81.17,72.64,882.41,880.886,2.928,2.407,0.98,0.928,2.005,0.145,1742.09,77.443,4.018,4.158,1.604,-0.061,2467.0,319.11,86.72,0,2010-11-09
22.58,2.328,4.224,5.093,532.56,92.23,225.467,805.43,1124.51,1199.63,796.19,0.791,730.001,268.031,2071.93,83.47,68.6,828.89,863.336,3.143,2.622,1.036,1.057,2.06,0.155,1735.63,79.21,4.227,4.336,1.587,-0.068,2219.0,296.22,82.34,0,2010-11-16
20.63,2.411,4.266,5.055,549.73,91.35,223.291,800.477,1127.77,1195.15,786.67,0.545,728.112,269.213,2082.14,82.84,67.1,826.87,865.684,3.062,2.552,1.135,0.93,2.125,0.17,1744.92,79.681,4.151,4.232,1.581,-0.075,2199.0,297.69,81.25,0,2010-11-23
23.54,2.982,4.667,5.386,540.09,90.73,218.855,790.224,1127.5,1189.62,774.12,0.446,722.182,263.497,2077.99,83.61,67.0,838.89,867.963,3.107,2.67,1.194,0.856,2.109,0.2,1737.22,81.195,4.14,4.223,1.558,-0.077,2099.0,301.41,84.11,0,2010-11-30
17.99,2.399,4.519,5.317,550.66,94.81,221.614,801.515,1168.81,1201.46,790.28,0.414,725.363,264.126,2047.21,83.27,68.28,917.87,862.619,3.42,2.948,1.178,0.869,2.2,0.189,1724.57,79.857,4.341,4.397,1.577,0.033,2173.0,315.62,88.69,0,2010-12-07
17.61,2.549,4.616,5.352,564.41,96.12,220.999,800.889,1185.09,1201.57,785.34,0.627,719.978,262.439,2027.52,83.42,67.89,919.86,844.311,3.502,3.026,1.255,1.084,2.196,0.236,1712.57,79.367,4.399,4.467,1.58,0.04,2069.0,319.51,88.28,0,2010-12-14
16.49,2.627,4.657,5.411,567.06,97.26,221.479,798.851,1197.99,1203.57,793.9,0.432,715.995,263.193,2045.55,83.76,66.43,924.49,851.385,3.433,2.986,1.183,1.036,2.115,0.214,1722.32,80.718,4.227,4.285,1.547,0.16,1886.0,326.8,89.82,0,2010-12-21
17.52,2.659,4.752,5.385,565.37,96.79,221.876,800.866,1201.31,1207.55,792.18,0.396,715.321,262.486,2030.93,82.15,65.04,930.47,850.927,3.411,2.976,1.141,0.891,2.055,0.21,1713.93,80.365,4.222,4.279,1.538,0.172,1773.0,331.43,91.49,0,2010-12-28
17.38,2.655,4.63,5.34,570.43,96.98,223.455,810.315,1212.59,1218.41,813.31,0.817,723.001,266.719,2058.52,81.81,68.4,933.56,852.309,3.345,2.891,1.17,0.824,2.046,0.185,1726.98,79.444,4.203,4.264,1.559,0.3,1693.0,327.73,89.38,0,2011-01-04
16.89,2.681,4.798,5.541,579.52,97.57,224.893,808.525,1217.42,1223.24,758.83,0.38,722.457,263.279,2059.23,83.33,68.07,944.86,847.163,3.417,2.925,1.195,0.894,2.115,0.175,1726.26,80.846,4.333,4.393,1.562,0.452,1480.0,331.46,91.11,0,2011-01-11
15.87,2.584,4.771,5.454,582.07,99.19,227.352,817.984,1237.22,1229.37,756.18,0.361,724.704,267.241,2060.06,82.77,68.39,992.55,833.768,3.504,3.115,1.23,1.199,2.2,0.2,1728.04,78.962,4.402,4.46,1.596,0.519,1432.0,333.78,91.38,0,2011-01-18
17.59,2.587,4.728,5.434,580.83,96.94,227.642,822.506,1232.92,1234.29,751.67,0.824,723.136,267.739,2069.71,82.39,66.9,964.6,842.193,3.569,3.144,1.259,1.267,2.161,0.205,1730.11,78.002,4.382,4.443,1.582,0.628,1292.0,327.57,86.19,0,2011-01-25
17.63,2.43,4.634,5.414,570.83,98.39,228.535,825.184,1248.97,1239.52,712.73,1.04,718.606,270.344,2058.09,81.38,66.45,1000.35,844.054,3.651,3.219,1.236,1.405,2.175,0.206,1725.24,77.067,4.414,4.472,1.614,0.63,1084.0,342.17,90.77,0,2011-02-01
15.81,2.46,4.746,5.52,589.79,99.85,230.099,829.113,1264.89,1248.28,698.95,0.365,717.643,266.86,2039.07,81.94,66.03,1000.76,840.267,3.698,3.253,1.324,1.433,2.21,0.23,1706.98,77.999,4.488,4.539,1.61,0.662,1064.0,337.25,86.94,0,2011-02-08
16.37,2.479,4.792,5.523,601.77,100.15,230.827,827.139,1268.43,1249.41,719.3,0.924,714.058,266.162,2053.48,83.74,64.79,976.21,845.811,3.725,3.28,1.309,1.407,2.196,0.24,1718.21,78.573,4.467,4.495,1.614,0.681,1236.0,336.29,84.32,0,2011-02-15
20.8,2.459,4.803,5.515,598.25,98.83,231.991,832.208,1256.21,1254.33,719.58,0.504,717.626,271.252,2070.0,82.69,64.69,974.83,853.775,3.578,3.144,1.284,1.422,2.216,0.23,1725.79,77.768,4.338,4.362,1.613,0.693,1279.0,344.36,93.57,0,2011-02-22
21.01,2.478,4.811,5.564,602.4,98.53,232.699,835.063,1247.02,1256.0,725.35,0.628,721.254,275.023,2080.94,81.86,66.11,1026.45,858.451,3.59,3.177,1.285,1.522,2.19,0.251,1733.19,77.049,4.328,4.363,1.628,0.749,1262.0,355.18,99.63,0,2011-03-01
19.82,2.673,4.952,5.704,586.95,97.51,232.243,836.982,1261.54,1256.86,726.68,0.381,725.207,273.415,2065.74,82.67,67.7,1061.18,856.898,3.726,3.304,1.3,1.741,2.228,0.23,1730.19,76.798,4.367,4.405,1.616,0.948,1424.0,361.09,105.02,0,2011-03-08
24.32,2.32,4.699,5.493,482.48,92.12,229.935,832.301,1223.51,1247.57,718.42,0.747,725.306,275.422,2085.83,80.93,65.16,1005.35,861.115,3.541,3.136,1.221,1.524,2.225,0.225,1742.0,76.328,4.237,4.293,1.61,0.897,1548.0,338.14,97.18,0,2011-03-15
20.21,2.359,4.763,5.613,542.26,94.01,230.321,839.148,1234.78,1255.5,712.45,0.71,728.574,278.949,2087.78,80.94,66.37,1047.88,861.456,3.71,3.256,1.255,1.699,2.205,0.22,1737.16,75.434,4.279,4.336,1.638,0.79,1543.0,356.45,104.0,0,2011-03-22
18.16,2.468,4.786,5.616,529.28,95.67,230.808,839.287,1259.73,1256.7,752.6,0.635,729.918,275.303,2071.75,82.43,67.03,1067.35,857.778,3.791,3.331,1.235,1.772,2.191,0.205,1733.65,76.249,4.286,4.344,1.599,0.687,1572.0,354.01,104.79,0,2011-03-29
17.25,2.407,4.755,5.595,528.56,97.18,232.494,845.99,1273.69,1263.58,779.15,0.588,733.441,279.016,2077.92,84.63,70.41,1111.84,855.117,3.846,3.391,1.28,1.833,2.22,0.215,1732.75,75.882,4.35,4.387,1.628,0.541,1462.0,363.11,108.34,0,2011-04-05
17.09,2.799,4.657,5.485,523.53,95.55,233.122,851.565,1255.76,1267.94,761.64,0.54,733.914,281.614,2081.87,83.74,69.93,1091.6,855.143,3.924,3.44,1.338,1.85,2.265,0.206,1737.02,74.853,4.336,4.38,1.627,0.514,1342.0,359.05,106.25,0,2011-04-12
15.83,3.01,4.748,5.585,515.36,94.85,233.16,850.213,1254.86,1269.29,752.02,1.14,734.511,282.333,2099.77,82.43,69.26,1054.51,860.997,3.753,3.274,1.245,1.794,2.185,0.205,1748.34,75.029,4.233,4.282,1.632,0.556,1271.0,360.83,108.15,0,2011-04-19
15.62,3.116,4.802,5.641,519.56,97.21,233.528,856.372,1288.12,1274.3,766.67,1.434,736.833,285.515,2108.62,81.76,70.88,1082.7,867.486,3.749,3.247,1.224,1.728,2.14,0.205,1752.13,73.837,4.159,4.21,1.648,0.534,1250.0,366.19,112.21,0,2011-04-26
16.7,2.985,4.691,5.554,540.05,97.61,233.922,862.336,1296.91,1279.75,729.03,1.42,741.578,289.178,2120.04,80.98,68.9,1053.47,872.148,3.729,3.277,1.209,1.874,2.15,0.197,1757.44,73.14,4.102,4.16,1.653,0.439,1292.0,365.05,111.05,0,2011-05-03
15.91,2.937,4.631,5.499,533.52,97.68,235.457,859.604,1298.07,1283.07,727.06,0.59,744.717,285.862,2125.15,80.72,68.17,1024.62,877.805,3.608,3.121,1.141,1.705,2.055,0.195,1763.0,74.611,4.121,4.2,1.633,0.36,1344.0,348.57,103.88,0,2011-05-10
17.55,2.901,4.602,5.478,517.33,95.7,236.079,859.05,1270.54,1284.56,716.56,1.11,747.919,283.511,2137.95,81.36,67.16,962.65,885.009,3.601,3.092,1.16,1.789,2.07,0.185,1770.68,75.399,4.13,4.203,1.621,0.325,1274.0,336.48,96.91,0,2011-05-17
17.82,3.019,4.782,5.547,510.7,95.05,235.855,857.907,1258.62,1283.69,708.79,1.158,748.556,283.219,2135.51,82.07,66.69,951.02,884.871,3.575,3.068,1.125,1.704,2.048,0.17,1771.04,75.882,4.104,4.182,1.618,0.124,1398.0,339.1,99.59,1,2011-05-24
15.45,2.985,4.777,5.527,523.17,97.04,235.449,860.802,1287.01,1283.92,732.68,0.921,749.353,288.269,2142.82,81.34,69.21,1002.51,885.664,3.53,3.019,1.158,1.601,2.053,0.184,1775.67,74.638,4.042,4.108,1.643,0.02,1480.0,350.06,102.7,1,2011-05-31
18.07,2.887,4.732,5.489,506.86,93.74,234.267,861.85,1229.64,1279.03,730.08,0.886,751.932,290.712,2140.55,80.15,66.8,1012.02,888.168,3.611,3.092,1.16,1.7,2.053,0.163,1783.71,73.521,4.127,4.208,1.643,-0.358,1456.0,346.34,99.09,0,2011-06-07
18.26,2.907,4.763,5.528,511.68,93.43,233.249,855.613,1231.57,1271.14,722.33,1.549,752.09,288.933,2128.57,80.52,65.22,1018.99,888.911,3.581,3.013,1.15,1.588,2.068,0.165,1776.79,74.332,4.099,4.19,1.639,-0.348,1400.0,347.01,99.37,0,2011-06-14
18.86,2.964,4.81,5.629,507.14,93.05,231.455,849.452,1238.22,1263.16,691.53,1.338,751.655,287.163,2141.98,80.13,63.8,987.19,891.174,3.657,2.978,1.123,1.53,2.025,0.158,1778.98,74.541,4.081,4.186,1.623,-0.4,1409.0,338.14,93.4,0,2011-06-21
