VIX,GTITL2YR,GTITL10YR,GTITL30YR,MXJP,MXEU,LP01TREU,LG30TRUU,MXUS,LF98TRUU,MXIN,EONIA,EMUSTRUU,LF94TRUU,LUACTRUU,JPY,MXCN,MXRU,LMBITR,GTDEM30Y,GTDEM10Y,GTJPY10YR,GTDEM2Y,GTJPY30YR,GTJPY2YR,LUMSTRUU,DXY,GTGBP20Y,GTGBP30Y,GBP,ECSURPUS,BDIY,CRY,Cl1,Y,Data
12.76,2.287,3.334,3.898,833.94,104.32,144.515,508.704,1145.85,785.82,342.77,2.08,467.308,206.796,1531.59,113.4,28.25,764.8,691.958,3.602,3.129,1.4,2.326,2.399,0.185,1264.39,89.6,4.303,4.261,1.766,0.046,3011.0,327.03,65.07,0,2005-09-27
13.2,2.455,3.38,3.909,865.5,106.33,144.99,508.855,1145.62,785.53,354.56,2.15,468.428,206.196,1525.65,114.3,29.41,806.92,690.092,3.613,3.185,1.558,2.413,2.485,0.231,1260.78,90.1,4.298,4.251,1.759,-0.018,2981.0,329.73,63.9,0,2005-10-04
15.63,2.506,3.381,3.923,856.41,103.78,144.073,505.153,1117.47,779.79,345.16,2.02,463.657,205.777,1525.93,114.45,28.33,762.27,691.105,3.623,3.188,1.534,2.469,2.489,0.224,1261.67,89.97,4.297,4.256,1.747,0.112,3202.0,330.47,63.53,0,2005-10-11
15.33,2.543,3.475,4.002,847.43,101.92,145.293,504.917,1110.41,781.86,328.62,2.08,460.006,204.76,1517.2,115.71,27.63,700.88,688.814,3.719,3.289,1.56,2.506,2.544,0.281,1258.87,90.29,4.393,4.327,1.749,0.052,3305.0,329.18,63.2,0,2005-10-18
14.53,2.594,3.502,4.028,845.43,101.01,145.963,507.541,1129.18,784.45,323.17,2.08,461.338,205.963,1516.27,114.88,26.71,693.3,689.179,3.745,3.311,1.515,2.55,2.385,0.255,1257.68,89.24,4.379,4.299,1.785,0.126,3125.0,329.19,62.44,0,2005-10-25
14.85,2.693,3.62,4.13,889.97,102.57,145.098,505.613,1134.77,780.24,321.38,2.07,463.236,204.843,1510.06,116.61,27.05,720.33,687.065,3.803,3.418,1.573,2.645,2.388,0.291,1252.87,90.08,4.305,4.223,1.763,0.081,3081.0,315.83,59.85,0,2005-11-01
13.08,2.753,3.659,4.145,906.81,104.89,145.459,505.298,1150.89,782.01,335.87,2.09,464.216,203.037,1511.41,117.15,26.95,743.58,687.292,3.81,3.462,1.593,2.699,2.395,0.32,1252.96,91.37,4.347,4.26,1.742,0.181,2935.0,318.24,59.71,0,2005-11-08
12.23,2.787,3.71,4.188,893.88,105.56,144.624,503.208,1161.05,777.95,343.55,2.08,465.451,201.93,1512.11,119.03,27.57,737.49,686.944,3.839,3.506,1.465,2.716,2.325,0.251,1252.89,92.09,4.274,4.182,1.733,0.163,3029.0,312.73,56.98,0,2005-11-15
10.6,2.833,3.675,4.15,929.8,106.25,144.208,505.636,1192.52,780.7,345.94,2.08,469.69,202.514,1522.74,119.28,28.18,764.42,690.606,3.813,3.484,1.47,2.775,2.395,0.236,1263.46,91.5,4.201,4.125,1.714,0.146,2837.0,315.5,58.84,0,2005-11-22
11.89,2.834,3.641,4.151,941.0,106.22,144.326,507.463,1188.81,783.62,362.09,2.11,471.046,203.192,1521.07,119.45,28.41,776.63,690.771,3.805,3.467,1.454,2.764,2.374,0.23,1260.31,91.62,4.199,4.124,1.72,0.147,2743.0,311.23,56.5,0,2005-11-29
11.52,2.757,3.549,4.061,967.78,108.37,144.148,508.306,1194.71,783.64,359.35,1.8,473.855,204.493,1520.05,120.82,28.69,801.1,690.639,3.715,3.373,1.555,2.663,2.388,0.255,1260.48,91.44,4.21,4.135,1.742,0.243,2746.0,324.29,59.94,0,2005-12-06
11.11,2.858,3.574,4.054,990.15,108.42,145.365,510.91,1199.27,786.85,376.78,2.32,474.163,206.201,1519.16,120.08,29.06,810.86,691.117,3.714,3.403,1.575,2.798,2.406,0.265,1261.57,90.38,4.212,4.105,1.768,0.194,2613.0,335.62,61.37,0,2005-12-13
11.19,2.87,3.54,3.985,979.72,108.83,145.35,511.391,1191.24,787.87,379.99,2.33,475.486,206.756,1526.39,117.1,29.47,810.72,693.62,3.633,3.348,1.52,2.845,2.354,0.26,1266.78,90.78,4.116,4.025,1.753,0.269,2475.0,325.81,57.98,0,2005-12-20
11.57,2.905,3.522,3.963,993.37,109.5,145.062,513.051,1188.27,789.91,378.2,2.35,479.226,206.477,1539.4,117.19,29.58,814.84,696.497,3.611,3.325,1.49,2.872,2.294,0.284,1272.92,91.19,4.123,4.036,1.73,0.288,2407.0,324.59,58.16,0,2005-12-27
11.14,2.923,3.531,3.943,1000.95,110.4,145.253,515.428,1200.1,791.95,388.75,2.42,482.187,208.466,1537.22,116.41,29.7,820.05,697.359,3.588,3.326,1.47,2.878,2.298,0.286,1273.25,89.84,4.049,3.967,1.742,0.261,2438.0,336.37,63.14,0,2006-01-03
10.86,2.883,3.491,3.903,1004.61,111.36,147.448,520.682,1221.29,799.13,387.02,2.34,484.082,209.64,1533.94,114.59,31.19,873.55,697.837,3.53,3.287,1.425,2.846,2.258,0.265,1274.34,89.33,4.026,3.908,1.764,0.192,2470.0,336.45,63.37,0,2006-01-10
11.91,2.851,3.474,3.901,988.33,111.08,147.056,519.993,1214.18,797.09,380.33,2.21,485.412,211.64,1543.1,115.86,31.83,927.66,700.831,3.528,3.267,1.425,2.819,2.283,0.245,1280.26,89.3,3.857,3.711,1.762,0.137,2263.0,342.45,66.31,0,2006-01-17
13.31,2.932,3.585,4.007,980.65,109.51,147.462,523.85,1199.27,800.34,389.79,2.33,488.883,212.538,1540.59,114.56,32.65,967.63,701.269,3.628,3.37,1.435,2.892,2.325,0.235,1279.99,88.06,3.868,3.703,1.789,0.119,2050.0,343.72,67.06,0,2006-01-24
12.95,3.001,3.692,4.115,1042.8,113.06,148.422,524.284,1211.66,802.96,403.6,2.33,487.231,210.547,1532.02,116.85,33.41,965.5,698.56,3.728,3.467,1.56,2.955,2.399,0.289,1274.7,88.96,3.998,3.844,1.784,0.064,2081.0,348.66,67.92,0,2006-01-31
13.59,3.001,3.728,4.152,1041.05,112.94,148.381,523.744,1186.78,802.96,408.74,2.4,488.665,207.62,1531.02,118.13,34.16,964.07,699.489,3.773,3.514,1.568,2.956,2.319,0.305,1273.77,90.24,4.075,3.939,1.745,0.107,2192.0,336.43,63.09,0,2006-02-07
12.25,2.977,3.71,4.149,1000.02,113.99,147.776,524.242,1204.35,802.35,409.37,2.34,492.223,206.451,1527.1,117.63,33.96,975.51,699.78,3.756,3.498,1.595,2.924,2.298,0.395,1270.86,90.54,4.029,3.898,1.734,0.078,2389.0,325.05,59.57,0,2006-02-14
12.41,2.963,3.662,4.11,992.23,115.69,148.591,527.287,1211.64,807.29,409.93,2.34,493.893,207.951,1534.49,118.8,34.62,1035.73,701.845,3.718,3.448,1.525,2.914,2.169,0.4,1276.54,90.55,3.999,3.86,1.745,0.268,2792.0,330.26,61.1,0,2006-02-21
12.34,3.083,3.705,4.102,1022.78,115.09,148.75,529.076,1210.23,808.32,415.91,2.35,497.885,208.477,1538.94,115.81,34.47,1033.92,703.254,3.716,3.489,1.585,3.021,2.225,0.465,1280.64,90.11,4.024,3.864,1.754,0.271,2680.0,324.36,61.41,0,2006-02-28
12.66,3.157,3.875,4.19,997.34,115.08,148.895,525.905,1205.46,805.69,436.34,2.35,490.256,205.976,1523.27,117.77,33.81,1001.66,700.136,3.799,3.599,1.645,3.118,2.259,0.51,1270.25,90.77,4.078,3.91,1.737,0.177,2667.0,321.45,61.58,0,2006-03-07
10.74,3.188,3.93,4.283,1023.68,117.03,148.94,528.161,1224.59,808.23,440.23,2.58,491.526,206.191,1528.42,117.44,33.42,983.11,701.093,3.907,3.654,1.675,3.173,2.289,0.535,1274.91,90.0,4.156,3.996,1.746,0.18,2666.0,326.97,63.1,0,2006-03-14
11.62,3.227,3.945,4.265,1038.55,117.71,149.318,530.918,1224.34,813.14,446.63,2.58,491.692,205.777,1528.42,117.19,34.91,1014.04,701.686,3.883,3.665,1.73,3.211,2.299,0.55,1274.29,89.62,4.226,4.074,1.746,0.204,2511.0,322.77,60.57,0,2006-03-21
11.58,3.286,4.019,4.343,1040.03,116.94,149.777,531.254,1221.38,814.78,450.92,2.58,489.757,205.434,1523.83,117.24,35.39,1021.16,700.568,3.951,3.731,1.698,3.256,2.22,0.605,1273.3,90.25,4.245,4.084,1.75,0.211,2533.0,331.66,66.07,0,2006-03-28
11.14,3.372,4.153,4.485,1075.06,117.69,149.838,532.003,1233.65,813.96,474.87,2.62,489.106,205.216,1517.26,117.5,36.58,1055.89,698.378,4.06,3.839,1.845,3.323,2.357,0.654,1269.73,88.83,4.279,4.121,1.756,0.221,2513.0,332.43,66.23,0,2006-04-04
13.0,3.309,4.179,4.574,1090.07,117.2,149.668,529.848,1215.5,813.71,473.95,2.69,485.202,204.066,1513.81,118.4,37.47,1114.88,698.49,4.152,3.875,1.884,3.272,2.528,0.665,1268.24,89.44,4.335,4.198,1.746,0.202,2515.0,340.48,68.98,0,2006-04-11
11.4,3.344,4.284,4.666,1073.33,117.28,149.885,531.881,1234.99,814.35,477.65,2.61,487.068,205.18,1512.74,117.66,38.24,1150.82,698.095,4.226,3.947,1.954,3.307,2.6,0.635,1269.48,88.24,4.376,4.222,1.777,0.213,2495.0,354.89,71.35,0,2006-04-18
11.75,3.482,4.327,4.677,1062.25,119.0,150.593,533.931,1229.97,816.75,471.49,2.62,487.201,204.893,1508.47,114.95,37.18,1165.24,697.413,4.243,3.986,1.915,3.371,2.464,0.605,1266.84,87.32,4.481,4.324,1.787,0.08,2397.0,352.93,72.88,0,2006-04-25
11.99,3.52,4.298,4.636,1072.38,119.3,151.158,537.173,1240.44,819.42,494.35,2.65,488.44,209.135,1509.73,113.56,37.81,1205.21,697.172,4.222,3.984,1.92,3.403,2.454,0.65,1266.71,85.79,4.464,4.282,1.838,0.159,2364.0,357.02,74.61,0,2006-05-02
11.99,3.522,4.335,4.689,1079.4,120.51,151.414,538.591,1252.84,820.82,510.18,2.39,488.075,210.295,1510.57,111.25,39.18,1236.89,698.215,4.276,4.031,1.959,3.418,2.469,0.71,1267.1,84.83,4.536,4.337,1.864,0.242,2414.0,354.93,70.69,0,2006-05-09
13.35,3.393,4.29,4.689,1016.13,115.51,151.643,537.331,1221.02,819.93,482.07,2.61,483.614,212.727,1510.52,110.05,37.0,1133.56,698.955,4.262,3.978,1.959,3.295,2.446,0.79,1268.17,84.17,4.403,4.171,1.882,0.197,2502.0,353.2,69.53,0,2006-05-16
18.26,3.372,4.241,4.657,973.19,111.51,150.97,534.16,1186.69,817.0,438.23,2.6,478.733,212.731,1513.9,111.32,35.22,1018.69,700.952,4.22,3.932,1.795,3.274,2.344,0.698,1269.15,84.35,4.441,4.234,1.882,0.129,2468.0,352.31,71.76,0,2006-05-23
18.66,3.429,4.253,4.671,995.66,110.83,151.676,535.257,1189.81,818.2,437.02,2.6,478.933,213.136,1512.57,111.99,35.0,1062.43,701.621,4.234,3.939,1.837,3.318,2.368,0.803,1269.18,84.28,4.413,4.21,1.883,0.044,2416.0,347.88,72.03,1,2006-05-30
17.34,3.522,4.311,4.72,969.62,109.67,151.818,535.468,1193.17,817.9,403.5,2.59,481.592,211.423,1519.86,113.22,35.34,1035.07,703.93,4.264,3.99,1.859,3.428,2.403,0.845,1275.58,84.73,4.511,4.312,1.862,-0.119,2580.0,344.78,72.5,1,2006-06-06
23.81,3.375,4.183,4.602,898.75,105.85,152.244,533.308,1153.26,817.36,363.64,2.48,479.891,211.122,1524.13,115.16,31.66,852.16,705.234,4.151,3.868,1.774,3.319,2.381,0.734,1277.44,86.48,4.38,4.192,1.839,-0.079,2699.0,330.23,68.56,0,2006-06-13
16.69,3.514,4.309,4.712,929.5,109.16,151.871,530.739,1168.8,812.07,394.5,2.84,478.309,209.303,1506.56,114.85,32.52,956.22,699.128,4.264,3.995,1.858,3.461,2.499,0.801,1267.52,86.18,4.542,4.339,1.843,-0.018,2729.0,333.1,68.94,0,2006-06-20
16.4,3.636,4.404,4.786,956.16,108.74,150.285,526.57,1169.28,808.89,407.84,2.83,472.532,208.235,1502.48,116.28,33.89,986.65,697.347,4.347,4.094,1.9,3.588,2.515,0.81,1264.17,86.47,4.554,4.331,1.823,-0.028,2862.0,337.07,71.92,0,2006-06-27
13.05,3.621,4.379,4.746,990.67,113.17,151.818,533.95,1208.97,816.17,430.16,2.89,480.658,211.547,1511.1,114.62,36.05,1091.49,698.909,4.313,4.078,1.96,3.575,2.604,0.865,1269.52,85.15,4.522,4.302,1.846,0.005,2965.0,346.39,73.93,0,2006-07-04
13.14,3.653,4.342,4.736,981.13,112.03,151.743,536.153,1199.74,818.93,427.66,2.78,485.389,211.958,1517.56,114.3,36.07,1082.16,701.223,4.298,4.051,1.959,3.586,2.584,0.879,1273.33,85.36,4.476,4.266,1.842,0.028,2849.0,350.28,74.16,0,2006-07-11
17.74,3.634,4.307,4.715,913.97,108.64,152.086,533.504,1164.89,816.58,412.03,2.83,484.925,210.256,1515.17,117.54,34.84,1020.56,701.422,4.283,4.014,1.82,3.569,2.491,0.739,1272.26,87.01,4.493,4.274,1.825,-0.063,3053.0,341.85,73.54,0,2006-07-18
14.85,3.596,4.255,4.658,954.01,112.4,152.941,538.01,1194.71,820.06,418.52,2.83,490.253,212.722,1523.35,117.28,35.94,1062.14,704.648,4.228,3.963,1.87,3.531,2.544,0.803,1279.31,86.64,4.469,4.252,1.841,-0.136,3221.0,340.74,73.75,0,2006-07-25
15.05,3.572,4.226,4.633,974.74,113.36,153.498,541.804,1196.23,823.96,431.01,2.78,494.11,215.226,1533.96,114.69,36.34,1086.0,707.45,4.199,3.929,1.915,3.508,2.574,0.831,1289.44,85.01,4.448,4.228,1.875,-0.064,3337.0,349.56,74.91,0,2006-08-01
15.23,3.607,4.188,4.584,973.11,113.64,154.332,546.055,1196.34,828.49,440.9,2.7,498.894,218.346,1540.59,115.05,36.9,1147.1,710.407,4.16,3.903,1.825,3.544,2.435,0.794,1294.32,84.83,4.463,4.221,1.907,-0.096,3679.0,350.73,76.31,0,2006-08-08
13.42,3.685,4.252,4.635,998.09,115.58,154.656,546.575,1209.34,829.12,454.38,3.07,500.79,216.901,1541.21,116.05,37.69,1163.69,711.477,4.216,3.97,1.847,3.63,2.464,0.804,1295.24,85.22,4.539,4.3,1.894,-0.057,3824.0,338.76,73.05,0,2006-08-15
12.19,3.567,4.097,4.468,1021.25,116.14,154.749,549.253,1222.16,832.64,464.78,3.07,504.429,219.419,1553.37,116.66,37.55,1154.76,714.974,4.054,3.808,1.795,3.517,2.43,0.745,1302.64,85.17,4.376,4.158,1.889,-0.174,3672.0,336.67,72.63,0,2006-08-22
12.28,3.604,4.116,4.484,1005.54,116.75,155.221,549.557,1227.53,835.0,472.62,3.01,503.084,218.554,1556.63,116.97,37.4,1151.03,716.036,4.078,3.828,1.699,3.547,2.375,0.662,1303.81,84.96,4.39,4.166,1.891,-0.275,3750.0,327.73,69.71,0,2006-08-29
12.63,3.63,4.069,4.431,1027.24,117.81,156.14,553.298,1237.33,838.71,480.86,3.01,507.592,218.765,1559.23,115.94,38.1,1159.25,717.17,4.029,3.787,1.68,3.578,2.384,0.683,1307.12,85.0,4.383,4.163,1.893,-0.413,3882.0,327.03,68.6,0,2006-09-05
11.92,3.717,4.112,4.44,985.88,116.72,156.241,553.379,1236.89,841.84,471.37,3.06,506.108,216.969,1562.16,117.95,37.35,1076.87,717.93,4.049,3.839,1.687,3.688,2.375,0.64,1308.93,85.92,4.42,4.178,1.874,-0.436,4010.0,310.71,63.76,0,2006-09-12
11.98,3.706,4.066,4.359,991.16,116.74,156.34,554.77,1241.31,843.9,482.27,3.05,507.596,217.861,1567.61,117.73,38.05,1098.7,719.904,3.963,3.78,1.694,3.659,2.399,0.658,1310.75,85.94,4.41,4.154,1.881,-0.452,4275.0,303.04,61.66,0,2006-09-19
11.53,3.582,3.942,4.247,964.34,118.56,156.759,555.51,1257.91,846.03,495.59,3.01,508.38,219.815,1582.73,117.18,37.75,1021.09,723.581,3.856,3.658,1.607,3.518,2.39,0.587,1318.45,85.63,4.266,4.019,1.896,-0.498,3979.0,301.71,61.01,0,2006-09-26
12.24,3.678,4.02,4.322,1007.42,118.93,156.919,557.838,1255.77,849.27,497.45,3.1,509.621,219.028,1581.78,117.91,38.82,1045.31,722.523,3.925,3.735,1.686,3.605,2.46,0.649,1318.24,85.71,4.355,4.091,1.888,-0.451,3960.0,295.13,58.68,0,2006-10-03
11.52,3.743,4.09,4.36,1022.13,121.59,157.409,558.192,1275.54,851.1,499.61,3.25,510.751,215.853,1571.19,119.69,38.95,1087.88,720.641,3.978,3.811,1.714,3.677,2.499,0.669,1312.38,87.02,4.399,4.12,1.855,-0.366,4042.0,299.4,58.52,0,2006-10-10
11.73,3.716,4.066,4.327,1025.46,122.03,158.225,560.38,1285.73,853.85,520.09,3.31,512.73,215.647,1571.42,118.76,39.96,1105.76,721.018,3.954,3.8,1.791,3.653,2.515,0.746,1314.75,86.87,4.417,4.139,1.872,-0.391,4159.0,308.16,58.93,0,2006-10-17
10.78,3.789,4.162,4.414,1040.61,123.94,158.659,561.425,1297.65,855.07,511.31,3.33,513.112,214.952,1569.82,119.2,40.6,1110.47,720.271,4.015,3.875,1.815,3.733,2.519,0.772,1313.53,86.7,4.464,4.172,1.875,-0.348,3978.0,307.54,59.35,0,2006-10-24
11.1,3.741,3.999,4.229,1012.25,123.41,159.363,566.365,1299.63,859.92,524.05,3.35,518.398,220.869,1592.61,116.72,41.2,1094.06,726.945,3.844,3.741,1.71,3.678,2.433,0.725,1325.48,85.32,4.281,4.0,1.908,-0.433,4037.0,305.87,58.73,0,2006-10-31
11.09,3.779,3.983,4.231,1013.14,125.67,160.097,569.638,1303.73,864.96,532.63,3.35,519.842,221.305,1591.74,117.43,42.75,1139.9,726.4,3.851,3.739,1.756,3.721,2.445,0.785,1325.56,85.43,4.314,4.023,1.909,-0.546,4242.0,311.25,58.93,0,2006-11-07
10.5,3.755,3.968,4.21,1002.2,125.07,160.31,572.406,1314.21,869.71,545.11,3.33,522.283,221.3,1601.71,117.68,43.89,1149.18,729.063,3.835,3.712,1.719,3.702,2.434,0.799,1330.81,85.3,4.322,4.041,1.896,-0.611,4153.0,308.43,58.28,0,2006-11-14
9.9,3.748,3.967,4.196,964.7,125.65,160.856,572.964,1323.64,870.42,550.21,3.32,522.316,221.047,1603.27,118.01,44.78,1146.4,729.36,3.819,3.722,1.674,3.693,2.39,0.779,1333.47,85.24,4.336,4.061,1.898,-0.547,4138.0,310.32,60.17,0,2006-11-21
11.62,3.719,3.946,4.209,975.49,122.01,160.726,574.798,1308.49,870.76,546.16,3.32,522.566,225.214,1610.66,116.19,43.9,1166.1,731.395,3.842,3.705,1.645,3.656,2.339,0.781,1336.93,83.13,4.335,4.071,1.947,-0.556,4255.0,314.97,60.99,0,2006-11-28
11.27,3.695,3.936,4.195,1003.31,123.45,161.26,580.638,1335.66,878.65,560.89,3.32,526.518,227.42,1619.97,114.96,46.35,1242.04,734.191,3.821,3.68,1.615,3.647,2.244,0.81,1344.08,82.51,4.321,4.07,1.974,-0.663,4407.0,316.43,62.43,0,2006-12-05
10.65,3.798,3.996,4.241,1028.45,125.45,161.671,582.311,1331.67,880.71,523.9,3.29,529.514,225.404,1616.9,117.09,46.45,1220.14,733.262,3.864,3.739,1.645,3.757,2.239,0.809,1342.64,82.94,4.414,4.144,1.965,-0.65,4270.0,310.83,61.02,0,2006-12-12
10.3,3.883,4.13,4.362,1035.24,126.76,161.811,582.065,1343.25,880.54,541.77,3.59,529.797,222.84,1607.3,117.94,47.56,1206.15,731.25,3.983,3.864,1.653,3.835,2.23,0.809,1338.82,83.45,4.506,4.222,1.967,-0.54,4330.0,312.46,63.15,0,2006-12-19
11.26,3.904,4.143,4.385,1055.59,126.41,161.865,583.352,1334.96,883.32,555.13,3.67,530.36,222.265,1608.98,119.19,49.1,1215.45,731.533,4.016,3.876,1.575,3.853,2.179,0.76,1340.3,84.06,4.494,4.204,1.953,-0.54,4397.0,306.45,61.1,0,2006-12-26
11.56,3.912,4.179,4.424,1061.9,128.96,162.242,584.781,1336.3,884.82,567.06,3.69,529.569,222.847,1603.49,118.82,53.65,1252.27,730.63,4.046,3.937,1.685,3.882,2.265,0.802,1338.97,83.27,4.514,4.216,1.974,-0.664,4421.0,307.26,61.05,0,2007-01-02
11.91,3.962,4.239,4.5,1067.61,127.64,162.625,584.142,1331.7,887.5,551.83,3.59,529.25,219.691,1609.3,119.21,50.88,1159.33,731.781,4.129,4.004,1.74,3.938,2.324,0.844,1343.26,84.75,4.532,4.216,1.94,-0.574,4617.0,289.51,55.64,0,2007-01-09
10.74,3.981,4.259,4.514,1073.07,129.7,163.333,585.237,1352.52,889.73,574.18,3.5,529.341,218.767,1603.21,120.65,51.49,1172.31,729.693,4.168,4.04,1.744,3.95,2.354,0.839,1339.62,85.06,4.611,4.295,1.962,-0.545,4555.0,287.21,51.21,0,2007-01-16
10.34,3.997,4.215,4.455,1090.41,129.92,164.091,587.759,1348.66,893.61,571.3,3.57,528.865,220.68,1601.62,121.51,52.2,1188.79,729.625,4.124,4.02,1.659,3.942,2.389,0.73,1337.82,84.67,4.608,4.282,1.984,-0.417,4360.0,296.65,55.04,0,2007-01-23
10.96,4.016,4.331,4.594,1092.79,130.58,163.984,586.688,1350.11,893.63,577.63,3.57,526.615,218.332,1596.54,121.64,51.17,1176.3,728.05,4.235,4.11,1.715,3.999,2.445,0.726,1334.22,84.99,4.722,4.412,1.962,-0.404,4287.0,298.3,56.97,0,2007-01-30
10.65,3.957,4.242,4.52,1093.14,132.56,164.57,590.184,1369.05,898.28,589.0,3.56,531.577,219.405,1609.97,120.34,50.9,1231.21,731.244,4.173,4.03,1.744,3.909,2.425,0.77,1344.58,84.77,4.694,4.364,1.969,-0.406,4291.0,301.07,58.88,0,2007-02-06
10.34,4.017,4.35,4.591,1109.32,131.89,164.442,591.73,1365.22,901.15,570.64,3.54,531.749,218.127,1606.54,121.26,50.97,1178.74,731.615,4.235,4.125,1.744,3.982,2.42,0.775,1341.75,84.69,4.695,4.39,1.945,-0.332,4360.0,304.48,59.06,0,2007-02-13
10.24,4.031,4.293,4.528,1126.62,132.68,164.999,596.253,1380.84,906.95,578.24,3.57,535.507,220.693,1622.62,120.07,52.43,1199.46,734.914,4.165,4.063,1.711,3.969,2.41,0.785,1349.26,84.18,4.653,4.355,1.955,-0.417,4359.0,303.46,58.07,0,2007-02-20
18.31,3.96,4.198,4.448,1144.95,129.17,164.979,596.572,1324.24,906.5,548.56,3.57,535.767,224.45,1637.89,118.65,51.06,1192.27,738.518,4.072,3.965,1.645,3.897,2.293,0.816,1355.87,83.46,4.544,4.251,1.965,-0.42,4704.0,313.26,61.46,0,2007-02-27
15.96,3.925,4.144,4.427,1068.55,125.36,163.508,593.033,1319.2,901.93,513.48,3.57,535.633,222.948,1635.12,116.5,46.93,1107.74,739.202,4.055,3.918,1.634,3.867,2.269,0.804,1356.27,84.04,4.527,4.246,1.927,-0.362,4921.0,306.9,60.69,0,2007-03-06
18.13,3.956,4.14,4.43,1089.34,126.02,164.079,596.005,1303.41,905.83,527.6,3.52,537.266,223.522,1638.76,116.56,48.86,1136.84,739.075,4.055,3.905,1.614,3.921,2.284,0.794,1359.9,83.71,4.543,4.271,1.932,-0.359,5069.0,304.52,57.93,0,2007-03-13
13.27,3.984,4.156,4.439,1080.46,127.93,164.008,596.968,1334.97,905.68,518.45,3.82,538.769,224.776,1632.56,116.95,49.38,1140.0,739.016,4.055,3.909,1.57,3.928,2.268,0.795,1359.83,83.07,4.583,4.302,1.962,-0.418,5172.0,304.96,56.73,0,2007-03-20
13.48,4.035,4.258,4.573,1091.53,129.71,164.624,599.022,1351.06,907.91,533.03,3.81,540.114,224.39,1628.52,117.89,50.91,1198.21,737.537,4.199,4.022,1.646,3.981,2.36,0.822,1359.19,83.01,4.707,4.433,1.966,-0.38,5364.0,311.85,62.93,0,2007-03-27
13.46,4.105,4.315,4.635,1078.57,132.15,164.668,599.283,1360.4,907.64,513.1,3.9,540.893,223.571,1623.98,118.86,51.76,1201.68,735.844,4.274,4.097,1.66,4.045,2.36,0.809,1358.62,83.15,4.765,4.477,1.976,-0.171,5439.0,313.78,64.64,0,2007-04-03
12.68,4.134,4.331,4.658,1097.41,133.16,164.779,600.534,1370.36,908.81,536.0,3.86,541.516,223.864,1621.52,119.09,53.28,1236.92,734.714,4.308,4.128,1.69,4.077,2.364,0.824,1357.08,82.704,4.78,4.495,1.972,-0.165,5552.0,316.44,61.89,0,2007-04-10
12.14,4.169,4.407,4.737,1086.15,135.09,165.402,603.454,1391.61,912.99,551.86,3.73,542.861,225.476,1627.78,119.03,54.96,1225.48,735.791,4.367,4.182,1.699,4.118,2.373,0.839,1360.31,81.831,4.841,4.553,2.005,-0.181,5601.0,313.2,63.1,0,2007-04-17
13.12,4.173,4.396,4.687,1078.93,134.21,165.686,607.061,1399.33,918.05,569.16,3.83,546.627,226.744,1636.93,118.61,54.16,1206.81,738.328,4.322,4.163,1.68,4.12,2.335,0.851,1364.49,81.546,4.809,4.525,2.001,-0.231,6029.0,310.84,64.58,0,2007-04-24
13.51,4.185,4.373,4.657,1069.57,134.65,165.828,607.266,1404.19,919.09,563.52,3.83,546.247,226.843,1636.14,119.81,53.18,1178.68,738.539,4.291,4.149,1.615,4.128,2.275,0.854,1364.06,81.595,4.817,4.532,1.999,-0.225,6255.0,311.58,64.4,0,2007-05-01
13.21,4.222,4.408,4.708,1095.16,135.74,166.139,607.934,1424.21,921.77,560.63,3.83,546.646,225.686,1638.85,119.9,55.0,1179.05,739.678,4.35,4.195,1.656,4.168,2.315,0.86,1366.31,81.939,4.842,4.551,1.99,-0.188,6395.0,308.9,62.26,0,2007-05-08
14.01,4.307,4.512,4.799,1084.54,135.83,166.36,609.301,1417.69,924.1,566.74,3.68,545.933,224.485,1633.34,120.26,57.18,1129.39,739.082,4.443,4.299,1.684,4.246,2.329,0.89,1362.94,81.755,4.884,4.585,1.986,-0.155,6688.0,310.48,63.17,0,2007-05-15
13.06,4.368,4.545,4.824,1098.31,137.03,166.818,609.593,1439.54,925.62,591.55,3.83,546.043,223.21,1624.28,121.56,57.33,1147.13,736.641,4.471,4.338,1.644,4.301,2.284,0.881,1359.08,82.386,4.892,4.573,1.975,-0.149,6471.0,311.42,64.97,0,2007-05-22
13.53,4.434,4.6,4.856,1102.07,137.32,167.032,609.468,1433.87,926.14,594.02,3.83,544.222,223.06,1621.2,121.68,56.11,1074.19,735.722,4.509,4.402,1.759,4.363,2.373,0.958,1356.87,82.31,4.941,4.62,1.982,-0.066,6123.0,307.47,63.15,0,2007-05-29
13.63,4.501,4.684,4.924,1127.41,138.19,167.143,609.027,1446.75,925.71,593.51,3.8,542.234,222.758,1614.29,121.29,57.93,1143.48,733.325,4.59,4.496,1.84,4.45,2.405,1.0,1352.25,81.89,5.02,4.695,1.994,-0.065,6023.0,314.64,65.61,0,2007-06-05
16.67,4.538,4.801,5.078,1110.58,134.85,166.357,599.951,1410.5,915.02,576.75,3.82,531.536,219.255,1588.85,121.77,57.69,1119.35,726.153,4.736,4.611,1.935,4.503,2.469,1.075,1336.33,82.891,5.144,4.818,1.975,-0.098,5538.0,309.71,65.35,0,2007-06-12
12.85,4.502,4.83,5.134,1129.58,138.18,166.372,603.748,1449.01,917.45,584.79,4.07,538.507,221.253,1606.71,123.39,62.15,1191.0,729.152,4.769,4.62,1.935,4.453,2.53,1.038,1350.59,82.544,5.078,4.843,1.989,0.004,5310.0,317.82,69.1,0,2007-06-19
