Y,Data,XAU BGNL,ECSURPUS,BDIY,CRY,DXY,JPY,GBP,Cl1,VIX,USGG30YR,GT10,USGG2YR,USGG3M,US0001M,GTDEM30Y,GTDEM10Y,GTDEM2Y,EONIA,GTITL30YR,GTITL10YR,GTITL2YR,GTJPY30YR,GTJPY10YR,GTJPY2YR,GTGBP30Y,GTGBP20Y,GTGBP2Y,LUMSTRUU,LMBITR,LUACTRUU,LF98TRUU,LG30TRUU,LP01TREU,EMUSTRUU,LF94TRUU,MXUS,MXEU,MXJP,MXBR,MXRU,MXIN,MXCN
0,4/11/2017,1271.32,0.592,1262.0,187.996,100.71,109.76,1.248,53.4,15.07,2.929,2.297,1.234,0.808,0.988,0.957,0.203,-0.859,-0.353,3.252,2.271,-0.047,0.831,0.032,-0.229,1.651,1.579,0.086,2052.15,1131.854,2782.21,1870.59,1228.289,367.201,1051.366,325.507,2242.58,128.88,895.8,1830.15,559.33,1105.35,66.59
0,4/18/2017,1291.51,0.573,1294.0,186.545,99.499,108.46,1.277,52.41,14.42,2.835,2.169,1.16,0.803,0.994,0.873,0.155,-0.869,-0.358,3.258,2.252,-0.058,0.776,0.005,-0.226,1.618,1.546,0.087,2062.62,1137.566,2800.83,1868.65,1231.383,368.409,1055.863,327.102,2231.95,127.12,880.97,1860.53,552.44,1084.63,66.42
0,4/25/2017,1264.74,0.485,1154.0,181.909,98.785,110.98,1.284,49.56,10.76,2.988,2.333,1.27,0.813,0.991,1.12,0.376,-0.686,-0.358,3.278,2.257,-0.066,0.774,0.018,-0.205,1.709,1.639,0.102,2048.57,1133.157,2779.1,1878.95,1241.686,369.119,1056.995,326.373,2276.07,130.62,909.19,1844.05,576.59,1110.72,68.52
0,5/2/2017,1255.54,0.471,1073.0,180.339,98.976,112.13,1.292,47.66,10.59,2.969,2.281,1.258,0.843,0.995,1.107,0.326,-0.727,-0.351,3.373,2.299,-0.092,0.791,0.016,-0.205,1.724,1.648,0.075,2055.0,1132.352,2788.62,1886.89,1246.853,371.355,1060.503,327.786,2278.91,131.36,926.47,1881.89,573.38,1111.04,68.52
0,5/9/2017,1217.27,0.422,1007.0,177.293,99.658,114.18,1.295,45.88,9.96,3.027,2.399,1.341,0.894,0.994,1.227,0.428,-0.676,-0.357,3.327,2.272,-0.138,0.824,0.035,-0.186,1.84,1.767,0.157,2047.99,1134.178,2777.23,1884.54,1245.221,372.976,1057.299,322.625,2282.89,133.59,944.16,1860.96,554.57,1108.13,68.96
0,5/16/2017,1236.49,0.368,980.0,182.138,98.105,113.23,1.292,48.66,10.65,2.992,2.327,1.299,0.899,1.001,1.25,0.433,-0.665,-0.358,3.323,2.228,-0.223,0.836,0.041,-0.169,1.768,1.691,0.134,2056.19,1138.64,2797.35,1892.29,1253.921,372.288,1063.505,326.539,2286.31,133.71,945.23,1985.92,571.98,1130.84,70.84
0,5/23/2017,1253.64,0.336,949.0,185.056,97.351,111.65,1.298,51.47,10.72,2.943,2.281,1.303,0.904,1.029,1.238,0.408,-0.652,-0.36,3.211,2.115,-0.25,0.796,0.041,-0.17,1.697,1.62,0.102,2059.46,1145.727,2805.42,1896.35,1256.127,371.9,1062.257,331.287,2284.3,132.32,932.62,1723.61,561.46,1104.22,71.44
0,5/30/2017,1262.34,0.271,900.0,181.328,97.28,110.79,1.284,49.66,10.38,2.877,2.211,1.284,0.93,1.045,1.138,0.29,-0.717,-0.359,3.263,2.171,-0.168,0.796,0.035,-0.169,1.65,1.553,0.078,2066.49,1149.239,2818.11,1900.62,1259.184,372.331,1066.978,329.639,2298.53,131.76,937.28,1752.88,549.71,1130.69,72.35
0,6/6/2017,1293.06,0.116,818.0,178.077,96.636,109.42,1.288,48.19,10.45,2.812,2.146,1.294,0.971,1.084,1.117,0.25,-0.74,-0.331,3.361,2.246,-0.249,0.794,0.037,-0.147,1.656,1.558,0.089,2071.42,1154.136,2832.97,1905.55,1264.511,373.014,1071.422,330.991,2314.55,131.46,951.3,1718.72,529.69,1135.62,72.73
0,6/13/2017,1265.17,0.062,870.0,175.835,96.975,110.08,1.274,46.46,10.42,2.865,2.212,1.363,0.996,1.139,1.106,0.265,-0.708,-0.36,3.122,1.973,-0.287,0.815,0.059,-0.115,1.745,1.634,0.135,2066.18,1150.808,2825.24,1906.53,1262.186,372.855,1069.414,326.794,2324.94,131.26,948.13,1667.84,524.4,1132.19,72.8
0,6/20/2017,1243.81,-0.121,847.0,169.658,97.76,111.46,1.263,43.23,10.86,2.739,2.157,1.344,1.011,1.214,1.066,0.26,-0.657,-0.355,3.035,1.904,-0.219,0.805,0.049,-0.116,1.678,1.569,0.126,2069.04,1153.116,2844.16,1902.36,1258.2,373.732,1068.636,325.685,2320.95,131.44,961.47,1646.41,499.64,1134.48,73.03
0,6/27/2017,1246.82,-0.109,903.0,170.013,96.394,112.38,1.278,44.24,11.06,2.752,2.206,1.369,1.001,1.222,1.145,0.368,-0.568,-0.362,3.175,2.053,-0.139,0.8,0.042,-0.124,1.732,1.638,0.26,2065.62,1152.164,2842.71,1901.97,1261.559,373.616,1069.029,326.84,2304.86,130.38,962.6,1668.05,510.57,1115.84,73.65
0,7/4/2017,1223.47,-0.096,871.0,176.156,96.218,113.18,1.293,47.07,11.22,2.867,2.351,1.41,1.021,1.227,1.288,0.474,-0.617,-0.35,3.249,2.105,-0.16,0.856,0.076,-0.129,1.862,1.766,0.32,2055.63,1146.278,2824.66,1904.21,1262.127,373.23,1064.526,325.607,2313.91,129.1,958.17,1710.7,519.22,1132.37,72.33
0,7/11/2017,1215.86,-0.091,830.0,173.923,95.669,113.95,1.285,45.04,10.89,2.923,2.361,1.375,1.037,1.224,1.351,0.548,-0.608,-0.359,3.424,2.318,-0.131,0.908,0.091,-0.104,1.899,1.802,0.293,2058.07,1145.633,2826.52,1900.21,1260.023,371.235,1062.808,322.129,2310.23,127.99,967.6,1754.92,511.44,1153.45,73.86
0,7/18/2017,1242.18,-0.172,932.0,176.878,94.604,112.05,1.305,46.4,9.89,2.846,2.26,1.348,1.052,1.228,1.295,0.551,-0.645,-0.361,3.277,2.186,-0.17,0.862,0.067,-0.11,1.844,1.743,0.267,2067.26,1152.569,2849.6,1914.83,1272.95,373.172,1071.109,326.884,2343.27,129.07,962.73,1845.41,527.23,1165.76,76.46
0,7/25/2017,1251.1,-0.176,980.0,177.666,94.054,111.64,1.304,47.89,9.43,2.917,2.336,1.39,1.154,1.233,1.324,0.564,-0.656,-0.361,3.256,2.134,-0.211,0.852,0.071,-0.112,1.881,1.776,0.304,2063.66,1155.409,2842.34,1922.08,1277.112,374.332,1070.832,328.999,2360.19,128.52,959.26,1856.44,513.85,1183.26,77.53
0,8/1/2017,1272.86,-0.154,965.0,180.756,93.043,110.28,1.321,49.16,10.09,2.857,2.254,1.341,1.067,1.232,1.238,0.488,-0.706,-0.359,3.148,2.009,-0.236,0.877,0.07,-0.118,1.835,1.728,0.259,2072.54,1156.602,2859.74,1925.74,1282.865,375.873,1075.407,332.686,2358.73,128.35,968.1,1909.87,521.42,1197.38,79.43
0,8/8/2017,1256.26,-0.202,1038.0,181.089,93.647,110.49,1.298,49.17,10.96,2.843,2.263,1.351,1.045,1.229,1.219,0.472,-0.669,-0.356,3.134,1.997,-0.242,0.87,0.065,-0.107,1.794,1.686,0.227,2071.89,1158.552,2848.69,1924.15,1283.395,375.984,1077.963,331.404,2356.68,129.25,969.9,1930.1,537.31,1186.32,81.01
0,8/15/2017,1273.88,-0.219,1169.0,176.305,93.853,110.46,1.287,47.55,12.04,2.849,2.274,1.347,1.019,1.228,1.175,0.43,-0.714,-0.356,3.189,2.043,-0.222,0.842,0.042,-0.121,1.74,1.623,0.219,2073.24,1160.505,2846.09,1913.72,1278.508,374.874,1077.244,331.214,2346.13,127.1,959.34,1901.72,524.54,1161.35,79.09
0,8/22/2017,1286.31,-0.098,1249.0,176.728,93.545,109.46,1.284,47.64,11.35,2.785,2.214,1.322,0.997,1.236,1.156,0.398,-0.725,-0.358,3.242,2.095,-0.18,0.83,0.035,-0.134,1.743,1.635,0.21,2076.27,1161.804,2856.57,1913.01,1280.424,374.662,1080.718,331.909,2335.16,126.8,945.98,1975.81,532.47,1153.81,81.3
0,8/29/2017,1314.19,-0.168,1203.0,177.531,92.249,109.16,1.293,46.44,11.7,2.738,2.13,1.316,1.008,1.236,1.098,0.34,-0.726,-0.358,3.211,2.059,-0.168,0.827,0.0,-0.162,1.664,1.649,0.159,2082.01,1165.162,2868.57,1919.1,1288.782,374.088,1085.001,338.738,2329.98,124.4,945.47,2000.5,545.54,1162.78,81.46
0,9/5/2017,1337.67,-0.174,1215.0,182.342,92.252,108.75,1.302,48.66,12.23,2.681,2.06,1.29,1.0,1.232,1.116,0.336,-0.755,-0.357,3.172,1.994,-0.219,0.806,0.001,-0.16,1.68,1.661,0.181,2087.63,1166.662,2882.35,1925.88,1293.018,375.617,1091.793,338.818,2342.04,126.12,943.53,2050.22,564.87,1184.73,81.77
0,9/12/2017,1328.3,-0.198,1344.0,181.411,91.882,110.04,1.327,48.23,10.58,2.772,2.168,1.335,1.027,1.236,1.209,0.399,-0.732,-0.348,3.217,2.017,-0.209,0.82,0.015,-0.144,1.787,1.766,0.27,2082.55,1166.104,2864.0,1929.23,1296.178,376.867,1091.807,338.641,2378.75,128.73,965.24,2127.03,576.04,1199.05,83.55
0,9/19/2017,1306.66,-0.24,1415.0,182.578,91.793,111.75,1.349,49.48,10.18,2.817,2.245,1.401,1.027,1.236,1.253,0.45,-0.691,-0.36,3.23,2.042,-0.229,0.837,0.024,-0.144,1.926,1.916,0.409,2081.3,1163.517,2865.26,1934.3,1299.162,378.264,1090.57,336.431,2388.46,128.91,989.78,2150.94,567.51,1206.44,84.98
0,9/26/2017,1296.76,-0.215,1476.0,183.396,92.966,112.28,1.343,51.88,10.17,2.774,2.237,1.436,1.05,1.237,1.248,0.406,-0.722,-0.359,3.3,2.115,-0.224,0.822,0.026,-0.139,1.899,1.899,0.44,2083.18,1163.14,2874.43,1938.37,1296.431,379.157,1090.365,335.097,2378.9,129.67,991.8,2077.4,582.45,1170.4,82.2
0,10/3/2017,1273.21,-0.184,1308.0,180.898,93.569,112.84,1.325,50.42,9.51,2.864,2.324,1.471,1.045,1.233,1.297,0.46,-0.71,-0.349,3.329,2.158,-0.247,0.885,0.069,-0.118,1.906,1.901,0.438,2080.61,1159.228,2872.66,1942.06,1298.778,379.04,1090.863,332.711,2414.41,131.88,997.78,2158.72,581.59,1171.43,85.5
0,10/10/2017,1290.4,-0.004,1418.0,183.196,93.29,112.2,1.321,50.92,10.08,2.895,2.362,1.512,1.072,1.237,1.276,0.44,-0.705,-0.359,3.302,2.122,-0.231,0.88,0.05,-0.149,1.944,1.944,0.441,2078.09,1160.378,2873.54,1945.35,1301.485,379.217,1090.68,334.603,2428.73,131.71,1004.4,2151.29,586.32,1193.67,86.82
0,10/17/2017,1285.09,0.094,1552.0,184.239,93.486,112.28,1.318,51.88,10.31,2.802,2.301,1.546,1.088,1.237,1.216,0.363,-0.737,-0.359,3.141,1.993,-0.255,0.875,0.065,-0.14,1.844,1.845,0.403,2082.08,1166.336,2883.27,1947.35,1303.735,380.797,1094.325,336.118,2436.35,131.83,1022.24,2120.9,592.37,1220.21,86.96
0,10/24/2017,1276.52,0.168,1588.0,185.824,93.772,113.87,1.313,52.47,11.16,2.933,2.42,1.581,1.111,1.238,1.327,0.474,-0.71,-0.361,3.189,2.052,-0.253,0.875,0.064,-0.135,1.918,1.925,0.463,2074.51,1164.267,2872.56,1952.49,1305.173,381.02,1092.306,331.888,2445.61,131.54,1043.38,2071.01,579.65,1214.23,85.67
0,10/31/2017,1270.34,0.26,1522.0,187.558,94.552,113.68,1.327,54.38,10.18,2.879,2.38,1.6,1.131,1.242,1.226,0.362,-0.754,-0.36,2.995,1.82,-0.292,0.865,0.064,-0.165,1.896,1.896,0.454,2078.83,1161.634,2879.74,1949.07,1303.409,383.641,1093.503,334.122,2452.15,133.46,1046.82,2011.02,572.37,1233.63,86.17
0,11/7/2017,1275.04,0.416,1477.0,191.847,94.913,113.85,1.316,57.2,9.89,2.777,2.315,1.629,1.199,1.244,1.203,0.326,-0.766,-0.353,2.876,1.696,-0.342,0.815,0.024,-0.188,1.819,1.81,0.432,2083.99,1168.34,2887.01,1947.15,1296.554,384.717,1088.109,335.902,2466.3,133.27,1077.76,1956.22,595.33,1237.79,89.11
0,11/14/2017,1281.11,0.422,1405.0,189.057,93.827,113.41,1.318,55.7,11.59,2.83,2.373,1.687,1.241,1.25,1.285,0.396,-0.747,-0.357,3.002,1.822,-0.305,0.824,0.045,-0.188,1.89,1.882,0.482,2077.77,1164.461,2866.39,1929.14,1290.749,380.012,1084.7,335.648,2455.47,129.68,1055.87,1900.37,590.55,1213.93,88.53
0,11/21/2017,1282.39,0.557,1396.0,189.829,93.952,112.43,1.324,56.83,9.73,2.758,2.357,1.772,1.271,1.294,1.196,0.349,-0.724,-0.359,2.945,1.771,-0.383,0.807,0.028,-0.205,1.816,1.804,0.481,2077.7,1161.931,2878.97,1938.94,1296.684,381.139,1089.653,337.979,2476.15,130.98,1050.07,2027.68,601.19,1229.23,91.96
0,11/28/2017,1294.56,0.556,1506.0,191.213,93.27,111.25,1.333,57.99,10.03,2.758,2.329,1.746,1.277,1.347,1.177,0.338,-0.705,-0.359,2.943,1.773,-0.355,0.839,0.035,-0.175,1.814,1.798,0.469,2081.14,1155.458,2886.61,1942.62,1302.752,381.131,1094.21,339.44,2502.32,130.64,1050.74,2040.39,607.16,1235.82,90.35
0,12/5/2017,1264.1,0.806,1666.0,187.468,93.379,112.72,1.344,57.62,11.33,2.732,2.352,1.818,1.289,1.392,1.136,0.318,-0.736,-0.291,2.866,1.7,-0.366,0.839,0.041,-0.138,1.821,1.801,0.488,2080.07,1165.288,2892.76,1946.79,1304.246,382.118,1094.644,341.093,2502.26,130.51,1061.03,1983.33,595.2,1206.87,85.94
0,12/12/2017,1239.21,0.812,1743.0,183.414,94.101,113.63,1.332,57.14,9.92,2.776,2.402,1.827,1.325,1.46,1.145,0.312,-0.743,-0.329,2.879,1.7,-0.372,0.81,0.042,-0.155,1.796,1.777,0.464,2078.37,1163.207,2887.4,1947.37,1302.06,381.548,1092.979,339.195,2535.23,132.31,1075.65,1960.66,604.4,1224.49,86.56
0,12/19/2017,1259.92,0.904,1547.0,186.016,93.441,113.05,1.337,57.46,10.03,2.82,2.465,1.853,1.366,1.501,1.198,0.376,-0.695,-0.363,3.086,1.905,-0.3,0.795,0.037,-0.155,1.78,1.761,0.451,2076.12,1162.406,2882.37,1945.61,1304.109,381.038,1094.448,338.546,2551.82,132.06,1075.73,1940.06,595.56,1250.33,87.85
0,12/26/2017,1283.12,0.991,1366.0,190.474,93.257,113.19,1.338,59.97,10.25,2.825,2.477,1.899,1.33,1.564,1.232,0.418,-0.65,-0.353,3.084,1.906,-0.311,0.813,0.044,-0.154,1.817,1.795,0.44,2076.46,1162.92,2886.92,1947.16,1305.398,381.235,1094.91,339.603,2551.12,131.66,1081.75,2002.03,599.77,1261.59,88.8
0,1/2/2018,1312.52,0.88,1230.0,194.716,91.872,112.29,1.358,60.37,9.77,2.814,2.464,1.919,1.388,1.564,1.309,0.464,-0.624,-0.346,3.302,2.089,-0.269,0.808,0.043,-0.141,1.839,1.823,0.495,2079.85,1167.423,2888.75,1951.84,1311.718,381.862,1095.485,342.354,2565.61,131.1,1074.91,2094.61,605.13,1253.19,92.33
0,1/9/2018,1311.86,0.905,1395.0,194.155,92.528,112.58,1.353,62.96,10.08,2.895,2.554,1.968,1.425,1.554,1.314,0.464,-0.621,-0.357,3.239,2.029,-0.333,0.833,0.066,-0.139,1.817,1.811,0.532,2072.99,1165.756,2881.28,1965.77,1317.17,383.872,1097.396,341.735,2618.93,135.09,1120.43,2132.66,647.29,1281.64,95.42
0,1/16/2018,1334.75,0.919,1221.0,195.106,90.393,110.73,1.377,63.73,11.66,2.825,2.538,2.014,1.419,1.556,1.288,0.559,-0.579,-0.359,3.12,1.962,-0.334,0.831,0.076,-0.138,1.813,1.803,0.575,2074.79,1163.389,2892.71,1965.15,1323.236,383.51,1098.194,345.6,2641.55,134.52,1125.6,2168.28,662.71,1285.85,96.36
0,1/23/2018,1337.75,0.878,1157.0,196.939,90.124,110.42,1.398,64.47,11.1,2.895,2.614,2.04,1.435,1.56,1.299,0.559,-0.598,-0.362,3.015,1.882,-0.333,0.815,0.068,-0.145,1.851,1.84,0.562,2066.41,1163.13,2876.85,1965.31,1324.192,385.093,1095.411,347.095,2702.54,135.99,1136.84,2202.88,676.82,1326.38,100.53
0,1/30/2018,1338.68,0.807,1191.0,198.136,89.16,108.83,1.414,64.5,14.79,2.971,2.721,2.124,1.442,1.573,1.35,0.68,-0.538,-0.364,3.061,2.025,-0.317,0.815,0.089,-0.136,1.9,1.892,0.602,2057.84,1154.784,2869.38,1960.63,1323.24,383.528,1092.718,346.944,2686.67,133.73,1102.48,2336.98,674.55,1310.36,99.73
0,2/6/2018,1327.82,0.809,1095.0,194.746,89.585,109.36,1.396,63.39,29.98,3.066,2.803,2.105,1.517,1.58,1.341,0.69,-0.573,-0.363,3.003,1.982,-0.338,0.81,0.072,-0.141,1.951,1.936,0.606,2053.86,1153.495,2857.35,1943.08,1311.496,381.091,1086.245,343.572,2566.33,125.73,1036.18,2265.23,655.15,1237.79,92.7
0,2/13/2018,1327.42,0.828,1114.0,189.837,89.703,107.69,1.387,59.19,24.97,3.111,2.83,2.104,1.583,1.588,1.375,0.747,-0.579,-0.365,3.132,2.079,-0.33,0.796,0.066,-0.156,1.992,1.992,0.696,2046.04,1151.604,2827.63,1927.07,1299.623,378.782,1074.56,340.517,2536.51,124.99,1021.37,2160.19,650.82,1251.02,90.58
0,2/20/2018,1329.53,0.714,1117.0,193.67,89.716,107.27,1.4,61.9,20.6,3.153,2.89,2.219,1.595,1.596,1.4,0.732,-0.511,-0.366,3.172,2.065,-0.196,0.786,0.061,-0.156,1.967,1.957,0.672,2042.8,1150.05,2825.95,1943.14,1308.322,380.887,1077.465,343.355,2587.85,128.26,1046.3,2315.41,672.71,1230.77,94.71
0,2/27/2018,1315.61,0.713,1188.0,195.394,90.355,107.38,1.392,63.01,18.59,3.159,2.894,2.26,1.66,1.648,1.314,0.676,-0.532,-0.368,3.106,2.0,-0.18,0.756,0.04,-0.17,1.951,1.957,0.825,2040.83,1149.792,2821.74,1944.57,1307.801,380.851,1079.044,341.445,2612.46,128.92,1063.29,2339.77,700.57,1250.48,95.58
0,3/6/2018,1332.94,0.597,1212.0,196.761,89.618,106.22,1.388,62.6,18.36,3.153,2.887,2.25,1.662,1.702,1.327,0.672,-0.556,-0.362,3.096,1.992,-0.203,0.742,0.05,-0.169,1.927,1.924,0.811,2042.08,1150.938,2822.47,1941.98,1309.232,380.133,1078.941,342.956,2600.49,125.2,1016.64,2325.84,680.94,1214.32,93.91
0,3/13/2018,1326.78,0.613,1179.0,194.279,89.664,106.62,1.397,60.71,16.35,3.098,2.843,2.254,1.703,1.765,1.271,0.617,-0.583,-0.361,3.024,1.988,-0.248,0.758,0.048,-0.15,1.885,1.885,0.834,2047.99,1150.047,2819.87,1941.9,1310.316,381.742,1078.572,344.414,2636.0,126.46,1037.24,2326.33,682.0,1235.66,97.01
0,3/20/2018,1312.36,0.588,1122.0,194.154,90.371,106.39,1.401,63.4,18.2,3.13,2.897,2.345,1.787,1.841,1.215,0.582,-0.594,-0.366,2.929,1.893,-0.282,0.752,0.038,-0.157,1.789,1.809,0.874,2045.77,1150.66,2812.96,1935.07,1303.297,381.124,1074.814,344.893,2590.52,126.51,1016.77,2234.02,666.42,1202.35,98.08
0,3/27/2018,1345.05,0.61,1117.0,195.568,89.372,105.74,1.417,65.25,22.5,3.029,2.776,2.264,1.752,1.877,1.143,0.501,-0.62,-0.366,2.922,1.869,-0.308,0.732,0.033,-0.156,1.746,1.743,0.882,2053.85,1152.274,2823.32,1933.36,1305.804,380.479,1077.147,348.904,2490.82,123.88,1017.32,2203.51,658.7,1208.17,93.43
0,4/3/2018,1334.05,0.424,1016.0,193.209,90.2,106.44,1.406,63.51,21.1,3.011,2.776,2.278,1.739,1.883,1.152,0.499,-0.603,-0.348,2.863,1.79,-0.328,0.716,0.023,-0.143,1.732,1.715,0.833,2055.27,1155.159,2828.13,1931.86,1304.424,380.547,1079.921,348.507,2491.26,124.42,1006.94,2237.09,655.92,1215.71,90.88
0,4/10/2018,1339.57,0.315,974.0,197.115,89.587,107.23,1.415,65.51,20.47,3.021,2.802,2.307,1.721,1.897,1.164,0.513,-0.578,-0.368,2.868,1.792,-0.31,0.728,0.03,-0.158,1.801,1.786,0.884,2055.77,1154.847,2836.8,1946.45,1312.395,381.827,1080.015,348.629,2532.44,127.67,1023.66,2164.82,577.49,1232.97,93.13
0,4/17/2018,1346.88,0.302,1052.0,199.384,89.516,106.95,1.429,66.52,15.25,3.02,2.829,2.394,1.78,1.894,1.171,0.505,-0.587,-0.364,2.843,1.755,-0.341,0.704,0.037,-0.152,1.817,1.805,0.88,2056.22,1156.194,2838.7,1960.59,1318.199,384.494,1079.2,349.043,2579.91,128.4,1023.69,2160.45,592.07,1249.2,90.26
0,4/24/2018,1331.96,0.301,1330.0,200.084,90.766,108.72,1.398,67.7,18.02,3.183,3.0,2.475,1.849,1.897,1.29,0.629,-0.556,-0.368,2.832,1.763,-0.319,0.742,0.05,-0.141,1.94,1.926,0.871,2040.7,1151.184,2802.02,1945.81,1307.135,382.985,1071.633,341.342,2512.36,129.25,1047.82,2145.75,609.68,1261.41,90.43
0,5/1/2018,1307.15,0.254,1327.0,201.256,92.449,109.58,1.363,67.25,15.49,3.129,2.965,2.504,1.831,1.909,1.23,0.557,-0.592,-0.367,2.872,1.782,-0.313,0.714,0.036,-0.144,1.817,1.799,0.772,2044.02,1151.032,2798.29,1943.78,1298.113,382.497,1066.129,340.395,2530.46,129.89,1049.85,2143.8,606.3,1276.54,91.45
0,5/8/2018,1314.18,0.13,1432.0,202.089,93.12,109.06,1.355,69.06,14.71,3.13,2.977,2.509,1.854,1.928,1.245,0.56,-0.584,-0.36,2.988,1.862,-0.311,0.738,0.046,-0.134,1.863,1.858,0.801,2046.04,1157.66,2796.5,1946.57,1288.717,382.387,1055.161,337.967,2548.71,131.51,1052.03,2019.23,606.59,1260.57,92.39
0,5/15/2018,1291.51,0.156,1468.0,203.453,93.219,110.29,1.352,71.31,14.63,3.201,3.073,2.575,1.9,1.934,1.313,0.643,-0.555,-0.361,3.067,1.95,-0.076,0.746,0.052,-0.135,1.915,1.911,0.835,2036.48,1155.603,2786.97,1948.0,1289.514,382.474,1055.729,336.142,2584.47,132.48,1066.67,2031.44,625.7,1258.21,94.02
0,5/22/2018,1294.27,0.187,1199.0,206.201,93.609,110.94,1.343,72.13,13.22,3.205,3.061,2.568,1.92,1.961,1.261,0.558,-0.611,-0.371,3.38,2.323,0.184,0.758,0.048,-0.143,1.927,1.926,0.831,2038.57,1154.257,2789.18,1947.44,1287.885,381.162,1056.289,334.374,2596.86,133.99,1070.4,1980.94,634.29,1226.57,93.79
0,5/29/2018,1302.16,0.131,1057.0,201.816,94.82,108.77,1.324,66.73,17.02,2.975,2.782,2.319,1.874,1.976,0.998,0.257,-0.681,-0.366,3.673,3.148,2.702,0.709,0.028,-0.15,1.676,1.664,0.589,2067.14,1162.848,2833.34,1941.8,1281.603,377.231,1065.492,335.289,2565.19,129.7,1040.96,1784.43,614.72,1240.67,92.42
0,6/5/2018,1298.52,0.227,1249.0,199.186,93.876,109.58,1.338,65.52,12.4,3.084,2.929,2.492,1.933,2.013,1.085,0.366,-0.661,-0.358,3.474,2.777,0.974,0.72,0.047,-0.132,1.75,1.737,0.66,2053.41,1162.761,2808.6,1951.18,1285.913,380.362,1059.17,337.184,2622.35,130.41,1049.08,1765.77,620.51,1228.07,95.82
0,6/12/2018,1296.64,0.195,1390.0,200.144,93.818,110.26,1.34,66.36,12.34,3.094,2.962,2.539,1.915,2.047,1.176,0.489,-0.596,-0.357,3.567,2.842,0.948,0.728,0.049,-0.131,1.848,1.843,0.746,2049.5,1162.135,2802.9,1959.73,1287.08,378.942,1053.139,336.481,2659.25,130.57,1059.99,1707.86,600.13,1265.73,96.25
0,6/19/2018,1275.83,0.301,1419.0,193.825,95.013,109.95,1.317,65.07,13.35,3.032,2.898,2.545,1.923,2.084,1.134,0.37,-0.632,-0.365,3.461,2.552,0.573,0.706,0.029,-0.139,1.754,1.749,0.696,2056.32,1163.144,2807.54,1962.69,1277.535,379.964,1047.362,336.303,2637.68,129.13,1032.46,1657.07,574.62,1250.19,91.31
0,6/26/2018,1259.91,0.183,1323.0,197.244,94.676,110.0,1.323,70.53,15.92,3.025,2.878,2.533,1.915,2.103,1.114,0.339,-0.674,-0.364,3.564,2.885,1.024,0.71,0.031,-0.138,1.769,1.759,0.738,2057.92,1163.651,2799.01,1959.95,1281.292,377.55,1054.159,336.567,2598.87,127.1,1025.85,1648.28,584.81,1253.95,87.83
0,7/3/2018,1252.83,0.228,1476.0,197.48,94.591,110.55,1.317,74.14,16.14,2.959,2.832,2.524,1.961,2.1,0.988,0.292,-0.679,-0.358,3.386,2.631,0.654,0.7,0.027,-0.131,1.701,1.688,0.69,2062.41,1165.229,2812.5,1950.4,1276.316,376.396,1055.962,338.634,2589.18,128.07,1005.23,1646.74,606.92,1246.72,86.18
0,7/10/2018,1254.5,0.252,1555.0,198.293,94.158,111.27,1.325,74.11,12.64,2.956,2.851,2.569,1.969,2.078,1.032,0.318,-0.644,-0.362,3.425,2.667,0.75,0.686,0.038,-0.13,1.736,1.72,0.749,2062.35,1166.749,2821.2,1960.52,1287.539,379.697,1064.628,338.825,2666.24,130.3,1020.72,1695.23,637.86,1273.11,86.56
0,7/17/2018,1226.83,0.281,1721.0,191.094,94.985,112.88,1.313,68.08,12.06,2.969,2.861,2.615,2.008,2.079,1.012,0.344,-0.635,-0.362,3.393,2.465,0.539,0.676,0.036,-0.134,1.716,1.692,0.745,2066.02,1168.983,2827.12,1963.56,1288.405,380.197,1066.547,338.268,2681.07,129.75,1037.81,1764.54,616.85,1277.96,85.5
0,7/24/2018,1225.33,0.214,1774.0,193.189,94.613,111.28,1.314,68.52,12.41,3.076,2.949,2.633,1.984,2.064,1.051,0.395,-0.616,-0.367,3.494,2.68,0.669,0.806,0.079,-0.127,1.718,1.696,0.759,2060.49,1167.94,2820.82,1967.4,1291.874,380.064,1067.568,337.454,2688.87,130.89,1038.09,1847.01,605.4,1299.55,86.01
0,7/31/2018,1226.1,0.184,1747.0,194.53,94.554,111.8,1.313,68.76,12.83,3.082,2.961,2.669,2.02,2.082,1.087,0.442,-0.579,-0.366,3.488,2.716,0.728,0.75,0.057,-0.114,1.768,1.75,0.767,2060.55,1167.416,2830.22,1974.4,1297.887,380.895,1071.43,336.679,2683.96,132.0,1040.19,1839.87,623.39,1325.06,84.64
0,8/7/2018,1211.72,0.102,1732.0,194.495,95.186,111.23,1.295,69.17,10.93,3.118,2.974,2.67,2.043,2.083,1.054,0.406,-0.588,-0.355,3.567,2.866,0.9,0.853,0.109,-0.112,1.759,1.738,0.725,2060.92,1166.679,2832.66,1982.41,1295.651,381.415,1067.744,334.546,2725.23,131.63,1038.71,1883.25,608.62,1334.25,82.93
0,8/14/2018,1193.77,0.068,1725.0,190.436,96.731,111.09,1.271,67.04,13.31,3.067,2.899,2.637,2.066,2.063,0.991,0.326,-0.644,-0.357,3.65,3.024,1.221,0.844,0.106,-0.119,1.73,1.706,0.708,2067.56,1168.55,2835.75,1979.87,1278.842,380.963,1055.844,332.855,2708.04,129.68,1017.16,1762.99,573.81,1339.9,80.55
