VIX,VIX_lag_7,VIX_lag_2,VIX_lag_4,GTITL2YR,GTITL2YR_lag_7,GTITL2YR_lag_2,GTITL2YR_lag_4,GTITL10YR,GTITL10YR_lag_7,GTITL10YR_lag_2,GTITL10YR_lag_4,GTITL30YR,GTITL30YR_lag_7,GTITL30YR_lag_2,GTITL30YR_lag_4,MXJP,MXJP_lag_7,MXJP_lag_2,MXJP_lag_4,MXEU,MXEU_lag_7,MXEU_lag_2,MXEU_lag_4,LP01TREU,LP01TREU_lag_7,LP01TREU_lag_2,LP01TREU_lag_4,LG30TRUU,LG30TRUU_lag_7,LG30TRUU_lag_2,LG30TRUU_lag_4,MXUS,MXUS_lag_7,MXUS_lag_2,MXUS_lag_4,LF98TRUU,LF98TRUU_lag_7,LF98TRUU_lag_2,LF98TRUU_lag_4,MXIN,MXIN_lag_7,MXIN_lag_2,MXIN_lag_4,EONIA,EONIA_lag_7,EONIA_lag_2,EONIA_lag_4
15.22,16.49,15.71,14.18,2.088,3.0,2.163,2.247,4.926,5.817,5.018,5.041,5.585,6.199,5.768,5.808,450.48,458.84,449.18,466.93,94.56,92.37,93.64,94.45,265.783,255.598,262.562,262.728,964.278,928.801,953.165,957.351,1387.36,1344.3,1378.78,1391.95,1440.15,1404.54,1428.15,1436.09,724.03,684.63,735.93,719.11,0.092,0.107,0.107,0.095
18.83,17.98,16.37,15.43,2.197,2.334,2.329,2.288,4.861,5.655,5.096,5.089,5.549,6.155,5.73,5.785,461.06,446.27,446.83,465.48,92.47,91.61,93.12,95.13,267.379,256.743,264.086,262.92,964.704,931.414,955.63,953.507,1348.04,1340.64,1374.44,1374.32,1440.34,1407.89,1432.87,1429.97,727.3,677.33,733.87,729.66,0.095,0.11,0.093,0.095
17.81,16.41,15.22,15.71,2.309,2.272,2.088,2.163,4.985,5.066,4.926,5.018,5.599,5.804,5.585,5.768,450.02,450.38,450.48,449.18,93.67,94.04,94.56,93.64,266.768,260.023,265.783,262.562,962.725,946.089,964.278,953.165,1346.68,1367.91,1387.36,1378.78,1438.59,1421.79,1440.15,1428.15,715.31,693.16,724.03,735.93,0.086,0.105,0.092,0.107
17.58,14.18,18.83,16.37,2.12,2.247,2.197,2.329,4.887,5.041,4.861,5.096,5.518,5.808,5.549,5.73,457.51,466.93,461.06,446.83,94.71,94.45,92.47,93.12,268.836,262.728,267.379,264.086,963.701,957.351,964.704,955.63,1363.0,1391.95,1348.04,1374.44,1444.06,1436.09,1440.34,1432.87,732.53,719.11,727.3,733.87,0.09,0.095,0.095,0.093
16.65,15.43,17.81,15.22,2.294,2.288,2.309,2.088,4.958,5.089,4.985,4.926,5.586,5.785,5.599,5.585,443.82,465.48,450.02,450.48,93.35,95.13,93.67,94.56,269.396,262.92,266.768,265.783,958.934,953.507,962.725,964.278,1311.71,1374.32,1346.68,1387.36,1435.95,1429.97,1438.59,1440.15,729.98,729.66,715.31,724.03,0.072,0.095,0.086,0.092
15.08,15.71,17.58,18.83,2.149,2.163,2.12,2.197,4.841,5.018,4.887,4.861,5.524,5.768,5.518,5.549,468.84,449.18,457.51,461.06,92.91,93.64,94.71,92.47,269.498,262.562,268.836,267.379,960.033,953.165,963.701,964.704,1324.35,1378.78,1363.0,1348.04,1434.67,1428.15,1444.06,1440.34,717.08,735.93,732.53,727.3,0.079,0.107,0.09,0.095
15.92,16.37,16.65,17.81,1.951,2.329,2.294,2.309,4.72,5.096,4.958,4.985,5.444,5.73,5.586,5.599,481.01,446.83,443.82,450.02,94.05,93.12,93.35,93.67,271.227,264.086,269.396,266.768,967.499,955.63,958.934,962.725,1335.17,1374.44,1311.71,1346.68,1442.75,1432.87,1435.95,1438.59,740.66,733.87,729.98,715.31,0.074,0.093,0.072,0.086
17.12,15.22,15.08,17.58,1.878,2.088,2.149,2.12,4.418,4.926,4.841,4.887,5.118,5.585,5.524,5.518,481.17,450.48,468.84,457.51,95.17,94.56,92.91,94.71,273.247,265.783,269.498,268.836,978.868,964.278,960.033,963.701,1343.39,1387.36,1324.35,1363.0,1454.17,1440.15,1434.67,1444.06,761.97,724.03,717.08,732.53,0.077,0.092,0.079,0.09
15.57,18.83,15.92,16.65,2.206,2.197,1.951,2.294,4.712,4.861,4.72,4.958,5.328,5.549,5.444,5.586,483.6,461.06,481.01,443.82,96.65,92.47,94.05,93.35,274.803,267.379,271.227,269.396,985.978,964.704,967.499,958.934,1363.43,1348.04,1335.17,1311.71,1467.25,1440.34,1442.75,1435.95,762.81,727.3,740.66,729.98,0.072,0.095,0.074,0.072
15.57,17.81,17.12,15.08,1.883,2.309,1.878,2.149,4.447,4.985,4.418,4.841,4.993,5.599,5.118,5.524,504.0,450.02,481.17,468.84,96.61,93.67,95.17,92.91,276.937,266.768,273.247,269.498,992.116,962.725,978.868,960.033,1380.81,1346.68,1343.39,1324.35,1471.44,1438.59,1454.17,1434.67,762.94,715.31,761.97,717.08,0.074,0.086,0.077,0.079
17.84,17.58,15.57,15.92,1.827,2.12,2.206,1.951,4.455,4.887,4.712,4.72,5.037,5.518,5.328,5.444,517.18,457.51,483.6,481.01,96.61,94.71,96.65,94.05,277.621,268.836,274.803,271.227,993.013,963.701,985.978,967.499,1362.2,1363.0,1363.43,1335.17,1471.81,1444.06,1467.25,1442.75,759.11,732.53,762.81,740.66,0.06,0.09,0.072,0.074
18.02,16.65,15.57,17.12,1.952,2.294,1.883,1.878,4.489,4.958,4.447,4.418,5.055,5.586,4.993,5.118,531.17,443.82,504.0,481.17,96.31,93.35,96.61,95.17,278.527,269.396,276.937,273.247,994.016,958.934,992.116,978.868,1361.88,1311.71,1380.81,1343.39,1472.56,1435.95,1471.44,1454.17,770.4,729.98,762.94,761.97,0.079,0.072,0.074,0.077
13.62,15.08,17.84,15.57,1.667,2.149,1.827,2.206,4.28,4.841,4.455,4.712,4.939,5.524,5.037,5.328,538.43,468.84,517.18,483.6,98.54,92.91,96.61,96.65,282.845,269.498,277.621,274.803,1003.073,960.033,993.013,985.978,1392.08,1324.35,1362.2,1363.43,1486.7,1434.67,1471.81,1467.25,776.99,717.08,759.11,762.81,0.068,0.079,0.06,0.072
13.55,15.92,18.02,15.57,1.373,1.951,1.952,1.883,4.212,4.72,4.489,4.447,4.952,5.444,5.055,4.993,560.5,481.01,531.17,504.0,98.47,94.05,96.31,96.61,282.542,271.227,278.527,276.937,1008.496,967.499,994.016,992.116,1407.3,1335.17,1361.88,1380.81,1491.4,1442.75,1472.56,1471.44,785.46,740.66,770.4,762.94,0.067,0.074,0.079,0.074
12.43,17.12,13.62,17.84,1.447,1.878,1.667,1.827,4.195,4.418,4.28,4.455,4.967,5.118,4.939,5.037,556.6,481.17,538.43,517.18,99.03,95.17,98.54,96.61,282.258,273.247,282.845,277.621,1010.112,978.868,1003.073,993.013,1426.42,1343.39,1392.08,1362.2,1496.78,1454.17,1486.7,1471.81,781.73,761.97,776.99,759.11,0.068,0.077,0.068,0.06
13.31,15.57,13.55,18.02,1.514,2.206,1.373,1.952,4.167,4.712,4.212,4.489,4.901,5.328,4.952,5.055,569.32,483.6,560.5,531.17,100.01,96.65,98.47,96.31,279.547,274.803,282.542,278.527,1012.793,985.978,1008.496,994.016,1441.04,1363.43,1407.3,1361.88,1499.13,1467.25,1491.4,1472.56,780.03,762.81,785.46,770.4,0.071,0.072,0.067,0.079
13.72,15.57,12.43,13.62,1.624,1.883,1.447,1.667,4.453,4.447,4.195,4.28,5.049,4.993,4.967,4.939,580.77,504.0,556.6,538.43,98.27,96.61,99.03,98.54,276.192,276.937,282.258,282.845,1005.038,992.116,1010.112,1003.073,1444.48,1380.81,1426.42,1392.08,1489.57,1471.44,1496.78,1486.7,770.37,762.94,781.73,776.99,0.081,0.074,0.068,0.068
12.64,17.84,13.31,13.55,1.641,1.827,1.514,1.373,4.502,4.455,4.167,4.212,5.143,5.037,4.901,4.952,600.36,517.18,569.32,560.5,98.69,96.61,100.01,98.47,277.33,277.621,279.547,282.542,1004.71,993.013,1012.793,1008.496,1452.06,1362.2,1441.04,1407.3,1488.58,1471.81,1499.13,1491.4,766.55,759.11,780.03,785.46,0.068,0.06,0.071,0.067
12.31,18.02,13.72,12.43,1.589,1.952,1.624,1.447,4.392,4.489,4.453,4.195,5.029,5.055,5.049,4.967,596.58,531.17,580.77,556.6,99.64,96.31,98.27,99.03,278.58,278.527,276.192,282.258,1006.941,994.016,1005.038,1010.112,1462.49,1361.88,1444.48,1426.42,1494.26,1472.56,1489.57,1496.78,768.86,770.4,770.37,781.73,0.06,0.079,0.081,0.068
16.87,13.62,12.64,13.31,2.161,1.667,1.641,1.514,4.891,4.28,4.502,4.167,5.404,4.939,5.143,4.901,597.83,538.43,600.36,569.32,97.78,98.54,98.69,100.01,278.622,282.845,277.33,279.547,1003.226,1003.073,1004.71,1012.793,1430.03,1392.08,1452.06,1441.04,1496.06,1486.7,1488.58,1499.13,747.26,776.99,766.55,780.03,0.071,0.068,0.068,0.071
13.48,13.55,12.31,13.72,1.844,1.373,1.589,1.624,4.733,4.212,4.392,4.453,5.345,4.952,5.029,5.049,610.35,560.5,596.58,580.77,101.06,98.47,99.64,98.27,279.78,282.542,278.58,276.192,1006.956,1008.496,1006.941,1005.038,1470.86,1407.3,1462.49,1444.48,1503.6,1491.4,1494.26,1489.57,748.49,785.46,768.86,770.37,0.059,0.067,0.06,0.081
12.27,12.43,16.87,12.64,1.75,1.447,2.161,1.641,4.601,4.195,4.891,4.502,5.278,4.967,5.404,5.143,641.88,556.6,597.83,600.36,101.5,99.03,97.78,98.69,280.967,282.258,278.622,277.33,1009.372,1010.112,1003.226,1004.71,1482.94,1426.42,1430.03,1452.06,1508.91,1496.78,1496.06,1488.58,765.15,781.73,747.26,766.55,0.06,0.068,0.071,0.068
14.39,13.31,13.48,12.31,1.882,1.514,1.844,1.589,4.72,4.167,4.733,4.392,5.319,4.901,5.345,5.029,646.69,569.32,610.35,596.58,101.54,100.01,101.06,99.64,282.104,279.547,279.78,278.58,1008.638,1012.793,1006.956,1006.941,1478.71,1441.04,1470.86,1462.49,1512.21,1499.13,1503.6,1494.26,743.19,780.03,748.49,768.86,0.07,0.071,0.059,0.06
12.77,13.72,12.27,16.87,1.782,1.624,1.75,2.161,4.565,4.453,4.601,4.891,5.184,5.049,5.278,5.404,645.43,580.77,641.88,597.83,100.9,98.27,101.5,97.78,282.388,276.192,280.967,278.622,1008.612,1005.038,1009.372,1003.226,1493.5,1444.48,1482.94,1430.03,1514.33,1489.57,1508.91,1496.06,731.11,770.37,765.15,747.26,0.061,0.081,0.06,0.071
12.78,12.64,14.39,13.48,1.758,1.641,1.882,1.844,4.615,4.502,4.72,4.733,5.193,5.143,5.319,5.345,613.37,600.36,646.69,610.35,102.21,98.69,101.54,101.06,281.986,277.33,282.104,279.78,1008.758,1004.71,1008.638,1006.956,1499.53,1452.06,1478.71,1470.86,1516.99,1488.58,1512.21,1503.6,746.8,766.55,743.19,748.49,0.112,0.068,0.07,0.059
12.84,12.31,12.77,12.27,1.487,1.589,1.782,1.75,4.347,4.392,4.565,4.601,5.02,5.029,5.184,5.278,682.25,596.58,645.43,641.88,98.96,99.64,100.9,101.5,283.6,278.58,282.388,280.967,1017.859,1006.941,1008.612,1009.372,1497.97,1462.49,1493.5,1482.94,1519.46,1494.26,1514.33,1508.91,715.34,768.86,731.11,765.15,0.075,0.06,0.061,0.06
13.96,16.87,12.78,14.39,1.433,2.161,1.758,1.882,4.306,4.891,4.615,4.72,5.079,5.404,5.193,5.319,695.03,597.83,613.37,646.69,98.93,97.78,102.21,101.54,284.868,278.622,281.986,282.104,1020.603,1003.226,1008.758,1008.638,1503.57,1430.03,1499.53,1478.71,1525.23,1496.06,1516.99,1512.21,734.13,747.26,746.8,743.19,0.082,0.071,0.112,0.07
13.48,13.48,12.84,12.77,1.148,1.844,1.487,1.782,3.94,4.733,4.347,4.565,4.78,5.345,5.02,5.184,707.39,610.35,682.25,645.43,100.44,101.06,98.96,100.9,286.26,279.78,283.6,282.388,1021.897,1006.956,1017.859,1008.612,1508.36,1470.86,1497.97,1493.5,1529.66,1503.6,1519.46,1514.33,749.78,748.49,715.34,731.11,0.083,0.059,0.075,0.061
13.52,12.27,13.96,12.78,1.083,1.75,1.433,1.758,3.886,4.601,4.306,4.615,4.74,5.278,5.079,5.193,720.53,641.88,695.03,613.37,101.87,101.5,98.93,102.21,289.025,280.967,284.868,281.986,1032.946,1009.372,1020.603,1008.758,1527.16,1482.94,1503.57,1499.53,1542.56,1508.91,1525.23,1516.99,761.47,765.15,734.13,746.8,0.082,0.06,0.082,0.112
12.83,14.39,13.48,12.84,1.246,1.882,1.148,1.487,3.863,4.72,3.94,4.347,4.61,5.319,4.78,5.02,733.16,646.69,707.39,682.25,103.61,101.54,100.44,98.96,290.662,282.104,286.26,283.6,1039.557,1008.638,1021.897,1017.859,1553.37,1478.71,1508.36,1497.97,1556.03,1512.21,1529.66,1519.46,778.45,743.19,749.78,715.34,0.077,0.07,0.083,0.075
12.77,12.77,13.52,13.96,1.4,1.782,1.083,1.433,4.011,4.565,3.886,4.306,4.787,5.184,4.74,5.079,760.82,645.43,720.53,695.03,104.93,100.9,101.87,98.93,290.024,282.388,289.025,284.868,1033.994,1008.612,1032.946,1020.603,1576.36,1493.5,1527.16,1503.57,1550.47,1514.33,1542.56,1525.23,771.6,731.11,761.47,734.13,0.074,0.061,0.082,0.082
13.37,12.78,12.83,13.48,1.273,1.758,1.246,1.148,3.921,4.615,3.863,3.94,4.724,5.193,4.61,4.78,790.18,613.37,733.16,707.39,106.33,102.21,103.61,100.44,290.874,281.986,290.662,286.26,1034.236,1008.758,1039.557,1021.897,1593.61,1499.53,1553.37,1508.36,1551.92,1516.99,1556.03,1529.66,788.39,746.8,778.45,749.78,0.066,0.112,0.077,0.083
14.48,12.84,12.77,13.52,1.363,1.487,1.4,1.083,4.032,4.347,4.011,3.886,4.788,5.02,4.787,4.74,726.77,682.25,760.82,720.53,105.71,98.96,104.93,101.87,290.588,283.6,290.024,289.025,1029.207,1017.859,1033.994,1032.946,1583.6,1497.97,1576.36,1527.16,1545.18,1519.46,1550.47,1542.56,788.16,715.34,771.6,761.47,0.081,0.075,0.074,0.082
16.27,13.96,13.37,12.83,1.367,1.433,1.273,1.246,4.095,4.306,3.921,3.863,4.851,5.079,4.724,4.61,699.13,695.03,790.18,733.16,102.7,98.93,106.33,103.61,288.465,284.868,290.874,290.662,1019.259,1020.603,1034.236,1039.557,1555.35,1503.57,1593.61,1553.37,1525.9,1525.23,1551.92,1556.03,765.22,734.13,788.39,778.45,0.114,0.082,0.066,0.077
17.07,13.48,14.48,12.77,1.657,1.148,1.363,1.4,4.365,3.94,4.032,4.011,5.015,4.78,4.788,4.787,685.08,707.39,726.77,760.82,100.06,100.44,105.71,104.93,285.309,286.26,290.588,290.024,1009.9,1021.897,1029.207,1033.994,1550.36,1508.36,1583.6,1576.36,1510.11,1529.66,1545.18,1550.47,747.93,749.78,788.16,771.6,0.078,0.083,0.081,0.074
16.61,13.52,16.27,13.37,1.768,1.083,1.367,1.273,4.286,3.886,4.095,3.921,4.954,4.74,4.851,4.724,674.61,720.53,699.13,790.18,100.42,101.87,102.7,106.33,285.425,289.025,288.465,290.874,1015.464,1032.946,1019.259,1034.236,1575.04,1527.16,1555.35,1593.61,1518.17,1542.56,1525.9,1551.92,750.75,761.47,765.22,788.39,0.075,0.082,0.114,0.066
18.47,12.83,17.07,14.48,2.279,1.246,1.657,1.363,4.852,3.863,4.365,4.032,5.287,4.61,5.015,4.788,668.47,733.16,685.08,726.77,95.91,103.61,100.06,105.71,281.383,290.662,285.309,290.588,982.602,1039.557,1009.9,1029.207,1513.66,1553.37,1550.36,1583.6,1476.83,1556.03,1510.11,1545.18,722.21,778.45,747.93,788.16,0.084,0.077,0.078,0.081
16.44,12.77,16.61,16.27,1.788,1.4,1.768,1.367,4.436,4.011,4.286,4.095,5.023,4.787,4.954,4.851,727.93,760.82,674.61,699.13,98.38,104.93,100.42,102.7,283.214,290.024,285.425,288.465,996.292,1033.994,1015.464,1019.259,1539.67,1576.36,1575.04,1555.35,1497.05,1550.47,1518.17,1525.9,758.82,771.6,750.75,765.22,0.208,0.074,0.075,0.114
14.35,13.37,18.47,17.07,1.529,1.273,2.279,1.657,4.408,3.921,4.852,4.365,5.103,4.724,5.287,5.015,742.87,790.18,668.47,685.08,100.91,106.33,95.91,100.06,284.744,290.874,281.383,285.309,992.306,1034.236,982.602,1009.9,1575.91,1593.61,1513.66,1550.36,1496.23,1551.92,1476.83,1510.11,758.65,788.39,722.21,747.93,0.087,0.066,0.084,0.078
14.42,14.48,16.44,16.61,1.691,1.363,1.788,1.768,4.462,4.032,4.436,4.286,5.119,4.788,5.023,4.954,751.69,726.77,727.93,674.61,101.22,105.71,98.38,100.42,285.436,290.588,283.214,285.425,1009.552,1029.207,996.292,1015.464,1599.14,1583.6,1539.67,1575.04,1519.74,1545.18,1497.05,1518.17,774.38,788.16,758.82,750.75,0.087,0.081,0.208,0.075
12.66,16.27,14.35,18.47,1.574,1.367,1.529,2.279,4.365,4.095,4.408,4.852,5.048,4.851,5.103,5.287,759.56,699.13,742.87,668.47,102.59,102.7,100.91,95.91,287.88,288.465,284.744,281.383,1022.447,1019.259,992.306,982.602,1614.57,1555.35,1575.91,1513.66,1534.69,1525.9,1496.23,1476.83,790.49,765.22,758.65,722.21,0.098,0.114,0.087,0.084
13.39,17.07,14.42,16.44,1.549,1.657,1.691,1.788,4.399,4.365,4.462,4.436,5.099,5.015,5.119,5.023,711.79,685.08,751.69,727.93,102.55,100.06,101.22,98.38,287.876,285.309,285.436,283.214,1017.049,1009.9,1009.552,996.292,1610.8,1550.36,1599.14,1539.67,1523.57,1510.11,1519.74,1497.05,750.34,747.93,774.38,758.82,0.097,0.078,0.087,0.208
12.72,16.61,12.66,14.35,1.448,1.768,1.574,1.529,4.252,4.286,4.365,4.408,4.986,4.954,5.048,5.103,739.92,674.61,759.56,742.87,103.83,100.42,102.59,100.91,289.473,285.425,287.88,284.744,1016.832,1015.464,1022.447,992.306,1622.03,1575.04,1614.57,1575.91,1518.26,1518.17,1534.69,1496.23,726.82,750.75,790.49,758.65,0.084,0.075,0.098,0.087
12.31,18.47,13.39,14.42,1.796,2.279,1.549,1.691,4.226,4.852,4.399,4.462,5.013,5.287,5.099,5.119,716.8,668.47,711.79,751.69,105.3,95.91,102.55,101.22,290.694,281.383,287.876,285.436,1016.942,982.602,1017.049,1009.552,1618.98,1513.66,1610.8,1599.14,1517.65,1476.83,1523.57,1519.74,750.75,722.21,750.34,774.38,0.082,0.084,0.097,0.087
14.91,16.44,12.72,12.66,1.852,1.788,1.448,1.574,4.305,4.436,4.252,4.365,5.044,5.023,4.986,5.048,696.04,727.93,739.92,759.56,103.37,98.38,103.83,102.59,289.805,283.214,289.473,287.88,1013.83,996.292,1016.832,1022.447,1579.35,1539.67,1622.03,1614.57,1508.95,1497.05,1518.26,1534.69,711.73,758.82,726.82,790.49,0.078,0.208,0.084,0.098
16.77,14.35,12.31,13.39,2.016,1.529,1.796,1.549,4.449,4.408,4.226,4.399,5.176,5.103,5.013,5.099,701.12,742.87,716.8,711.79,102.31,100.91,105.3,102.55,289.362,284.744,290.694,287.876,1011.78,992.306,1016.942,1017.049,1559.69,1575.91,1618.98,1610.8,1509.93,1496.23,1517.65,1523.57,699.35,758.65,750.75,750.34,0.077,0.087,0.082,0.097
16.61,14.42,14.91,12.72,1.894,1.691,1.852,1.448,4.345,4.462,4.305,4.252,5.092,5.119,5.044,4.986,711.68,751.69,696.04,739.92,103.2,101.22,103.37,103.83,290.744,285.436,289.805,289.473,1010.394,1009.552,1013.83,1016.832,1568.98,1599.14,1579.35,1622.03,1514.49,1519.74,1508.95,1518.26,709.98,774.38,711.73,726.82,0.107,0.087,0.078,0.084
14.53,12.66,16.77,12.31,2.058,1.574,2.016,1.796,4.531,4.365,4.449,4.226,5.205,5.048,5.176,5.013,736.38,759.56,701.12,716.8,105.88,102.59,102.31,105.3,291.595,287.88,289.362,290.694,1013.413,1022.447,1011.78,1016.942,1611.77,1614.57,1559.69,1618.98,1514.37,1534.69,1509.93,1517.65,771.2,790.49,699.35,750.75,0.075,0.098,0.077,0.082
14.53,13.39,16.61,14.91,1.907,1.549,1.894,1.852,4.399,4.399,4.345,4.305,5.157,5.099,5.092,5.044,729.69,711.79,711.68,696.04,106.65,102.55,103.2,103.37,292.683,287.876,290.744,289.805,1021.91,1017.049,1010.394,1013.83,1631.86,1610.8,1568.98,1579.35,1524.01,1523.57,1514.49,1508.95,761.69,750.34,709.98,711.73,0.072,0.097,0.107,0.078
14.08,12.72,14.53,16.77,1.706,1.448,2.058,2.016,4.242,4.252,4.531,4.449,5.093,4.986,5.205,5.176,750.19,739.92,736.38,701.12,107.08,103.83,105.88,102.31,293.905,289.473,291.595,289.362,1030.572,1016.832,1013.413,1011.78,1625.65,1622.03,1611.77,1559.69,1532.73,1518.26,1514.37,1509.93,768.21,726.82,771.2,699.35,0.078,0.084,0.075,0.077
15.54,12.31,14.53,16.61,1.75,1.796,1.907,1.894,4.413,4.226,4.399,4.345,5.059,5.013,5.157,5.092,736.86,716.8,729.69,711.68,106.93,105.3,106.65,103.2,294.676,290.694,292.683,290.744,1028.212,1016.942,1021.91,1010.394,1625.25,1618.98,1631.86,1568.98,1528.81,1517.65,1524.01,1514.49,755.68,750.75,761.69,709.98,0.085,0.082,0.072,0.107
20.34,14.91,14.08,14.53,1.658,1.852,1.706,2.058,4.344,4.305,4.242,4.531,5.063,5.044,5.093,5.205,710.26,696.04,750.19,736.38,104.83,103.37,107.08,105.88,295.769,289.805,293.905,291.595,1033.736,1013.83,1030.572,1013.413,1586.17,1579.35,1625.65,1611.77,1535.96,1508.95,1532.73,1514.37,773.5,711.73,768.21,771.2,0.084,0.078,0.078,0.075
18.66,16.77,15.54,14.53,1.507,2.016,1.75,1.907,4.246,4.449,4.413,4.399,5.007,5.176,5.059,5.157,739.42,701.12,736.86,729.69,107.54,102.31,106.93,106.65,297.345,289.362,294.676,292.683,1037.098,1011.78,1028.212,1021.91,1627.04,1559.69,1625.25,1631.86,1541.68,1509.93,1528.81,1524.01,795.44,699.35,755.68,761.69,0.085,0.077,0.085,0.072
13.33,16.61,20.34,14.08,1.353,1.894,1.658,1.706,4.097,4.345,4.344,4.242,4.934,5.092,5.063,5.093,749.67,711.68,710.26,750.19,109.7,103.2,104.83,107.08,298.915,290.744,295.769,293.905,1051.798,1010.394,1033.736,1030.572,1681.41,1568.98,1586.17,1625.65,1558.59,1514.49,1535.96,1532.73,807.07,709.98,773.5,768.21,0.093,0.107,0.084,0.078
13.41,14.53,18.66,15.54,1.497,2.058,1.507,1.75,4.138,4.531,4.246,4.413,4.926,5.205,5.007,5.059,736.13,736.38,739.42,736.86,109.67,105.88,107.54,106.93,299.124,291.595,297.345,294.676,1054.387,1013.413,1037.098,1028.212,1695.93,1611.77,1627.04,1625.25,1563.87,1514.37,1541.68,1528.81,805.38,771.2,795.44,755.68,0.096,0.075,0.085,0.085
13.27,14.53,13.33,20.34,1.39,1.907,1.353,1.658,4.17,4.399,4.097,4.344,4.956,5.157,4.934,5.063,730.13,729.69,749.67,710.26,110.04,106.65,109.7,104.83,301.498,292.683,298.915,295.769,1050.754,1021.91,1051.798,1033.736,1686.88,1631.86,1681.41,1586.17,1564.44,1524.01,1558.59,1535.96,809.08,761.69,807.07,773.5,0.092,0.072,0.093,0.084
12.82,14.08,13.41,18.66,1.257,1.706,1.497,1.507,4.151,4.242,4.138,4.246,4.978,5.093,4.926,5.007,744.27,750.19,736.13,739.42,109.98,107.08,109.67,107.54,301.842,293.905,299.124,297.345,1045.631,1030.572,1054.387,1037.098,1689.7,1625.65,1695.93,1627.04,1560.35,1532.73,1563.87,1541.68,783.42,768.21,805.38,795.44,0.077,0.078,0.096,0.085
13.39,15.54,13.27,13.33,1.221,1.75,1.39,1.353,4.061,4.413,4.17,4.097,4.934,5.059,4.956,4.934,764.4,736.86,730.13,749.67,110.34,106.93,110.04,109.7,302.163,294.676,301.498,298.915,1050.769,1028.212,1050.754,1051.798,1707.48,1625.25,1686.88,1681.41,1566.96,1528.81,1564.44,1558.59,803.81,755.68,809.08,807.07,0.079,0.085,0.092,0.093
12.81,20.34,12.82,13.41,1.122,1.658,1.257,1.497,4.061,4.344,4.151,4.138,4.941,5.063,4.978,4.926,775.13,710.26,744.27,736.13,110.13,104.83,109.98,109.67,302.859,295.769,301.842,299.124,1054.629,1033.736,1045.631,1054.387,1722.15,1586.17,1689.7,1695.93,1571.76,1535.96,1560.35,1563.87,786.61,773.5,783.42,805.38,0.117,0.084,0.077,0.096
14.55,18.66,13.39,13.27,1.187,1.507,1.221,1.39,4.09,4.246,4.061,4.17,4.928,5.007,4.934,4.956,782.22,739.42,764.4,730.13,109.04,107.54,110.34,110.04,304.609,297.345,302.163,301.498,1055.997,1037.098,1050.769,1050.754,1715.49,1627.04,1707.48,1686.88,1574.24,1541.68,1566.96,1564.44,801.71,795.44,803.81,809.08,0.277,0.085,0.079,0.092
13.91,13.33,12.81,12.82,1.114,1.353,1.122,1.257,4.059,4.097,4.061,4.151,4.894,4.934,4.941,4.978,778.12,749.67,775.13,744.27,107.53,109.7,110.13,109.98,304.056,298.915,302.859,301.842,1061.331,1051.798,1054.629,1045.631,1723.3,1681.41,1722.15,1689.7,1577.13,1558.59,1571.76,1560.35,813.62,807.07,786.61,783.42,0.127,0.093,0.117,0.077
16.21,13.41,14.55,13.39,1.139,1.497,1.187,1.221,4.04,4.138,4.09,4.061,4.849,4.926,4.928,4.934,762.48,736.13,782.22,764.4,106.34,109.67,109.04,110.34,304.164,299.124,304.609,302.163,1061.324,1054.387,1055.997,1050.769,1704.25,1695.93,1715.49,1707.48,1576.51,1563.87,1574.24,1566.96,793.03,805.38,801.71,803.81,0.15,0.096,0.277,0.079
12.48,13.27,13.91,12.81,1.259,1.39,1.114,1.122,4.176,4.17,4.059,4.061,4.927,4.956,4.894,4.941,780.68,730.13,778.12,775.13,110.76,110.04,107.53,110.13,305.549,301.498,304.056,302.859,1063.491,1050.754,1061.331,1054.629,1753.92,1686.88,1723.3,1722.15,1579.72,1564.44,1577.13,1571.76,810.88,809.08,813.62,786.61,0.161,0.092,0.127,0.117
13.72,12.82,16.21,14.55,1.209,1.257,1.139,1.187,4.084,4.151,4.04,4.09,4.856,4.978,4.849,4.928,806.64,744.27,762.48,782.22,112.13,109.98,106.34,109.04,306.114,301.842,304.164,304.609,1066.835,1045.631,1061.324,1055.997,1768.42,1689.7,1704.25,1715.49,1582.19,1560.35,1576.51,1574.24,817.17,783.42,793.03,801.71,0.192,0.077,0.15,0.277
12.92,13.39,12.48,13.91,0.995,1.221,1.259,1.114,3.87,4.061,4.176,4.059,4.765,4.934,4.927,4.894,793.58,764.4,780.68,778.12,112.41,110.34,110.76,107.53,308.148,302.163,305.549,304.056,1069.355,1050.769,1063.491,1061.331,1758.52,1707.48,1753.92,1723.3,1589.9,1566.96,1579.72,1577.13,801.8,803.81,810.88,813.62,0.111,0.079,0.161,0.127
12.28,12.81,13.72,16.21,1.007,1.122,1.209,1.139,3.876,4.061,4.084,4.04,4.711,4.941,4.856,4.849,783.63,775.13,806.64,762.48,113.01,110.13,112.13,106.34,308.444,302.859,306.114,304.164,1072.932,1054.629,1066.835,1061.324,1759.27,1722.15,1768.42,1704.25,1594.69,1571.76,1582.19,1576.51,816.3,786.61,817.17,793.03,0.154,0.117,0.192,0.15
